Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_mulieris__UMB0007B__GCA_026184155.1,Lactobacillus_mulieris__UMB7783B__GCA_030228195.1
group_50,,hypothetical protein,2,2,1.0,2,28,,,,1311,1311,1311.0,OCAFGGHM_00157,GPENAHNM_00302
celA,celA;,Endoglucanase A;hypothetical protein,2,2,1.0,2,27,,,,1134,1134,1134.0,OCAFGGHM_00156,GPENAHNM_00303
recR,recR,Recombination protein RecR,2,2,1.0,2,26,,,,600,600,600.0,OCAFGGHM_00137,GPENAHNM_00322
rimI,rimI,[Ribosomal protein bS18]-alanine N-acetyltransferase,2,2,1.0,2,25,,,,555,555,555.0,OCAFGGHM_00148,GPENAHNM_00311
group_49,,hypothetical protein,2,2,1.0,2,24,,,,294,294,294.0,OCAFGGHM_00112,GPENAHNM_00347
ybaB,ybaB,Nucleoid-associated protein YbaB,2,2,1.0,2,23,,,,330,330,330.0,OCAFGGHM_00136,GPENAHNM_00323
gpmA_2,gpmA_2,23-bisphosphoglycerate-dependent phosphoglycerate mutase,2,2,1.0,2,22,,,,678,678,678.0,OCAFGGHM_00109,GPENAHNM_00350
group_48,,hypothetical protein,2,2,1.0,2,21,,,,429,429,429.0,OCAFGGHM_00116,GPENAHNM_00343
yfcA,yfcA,putative membrane transporter protein YfcA,2,2,1.0,2,20,,,,753,753,753.0,OCAFGGHM_00105,GPENAHNM_00354
gltX,gltX,Glutamate--tRNA ligase,2,2,1.0,2,19,,,,1500,1500,1500.0,OCAFGGHM_00115,GPENAHNM_00344
czcD,czcD,Cadmium cobalt and zinc/H(+)-K(+) antiporter,2,2,1.0,2,18,,,,891,891,891.0,OCAFGGHM_00107,GPENAHNM_00352
group_47,,hypothetical protein,2,2,1.0,2,17,,,,537,537,537.0,OCAFGGHM_00103,GPENAHNM_01367
group_46,,Putative TrmH family tRNA/rRNA methyltransferase,2,2,1.0,2,16,,,,756,756,756.0,OCAFGGHM_00121,GPENAHNM_00337
pepC,pepC,Aminopeptidase C,2,2,1.0,2,15,,,,1350,1350,1350.0,OCAFGGHM_00111,GPENAHNM_00348
folT,folT,Folate transporter FolT,2,2,1.0,2,14,,,,540,540,540.0,OCAFGGHM_00146,GPENAHNM_00313
dut,dut,Deoxyuridine 5'-triphosphate nucleotidohydrolase,2,2,1.0,2,13,,,,540,540,540.0,OCAFGGHM_00113,GPENAHNM_00346
tadA_1,tadA_1,tRNA-specific adenosine deaminase,2,2,1.0,2,12,,,,525,525,525.0,OCAFGGHM_00134,GPENAHNM_00325
ykfA,ykfA,putative murein peptide carboxypeptidase,2,2,1.0,2,10,,,,1029,1029,1029.0,OCAFGGHM_00152,GPENAHNM_00307
sotB,sotB,sugar efflux transporter,2,2,1.0,2,9,,,,1227,1227,1227.0,OCAFGGHM_00102,GPENAHNM_01366
rplA,rplA,Large ribosomal subunit protein uL1,2,2,1.0,2,8,,,,693,693,693.0,OCAFGGHM_00128,GPENAHNM_00331
group_44,,hypothetical protein,2,2,1.0,2,7,,,,114,114,114.0,OCAFGGHM_00154,GPENAHNM_00305
radA,radA,DNA repair protein RadA,2,2,1.0,2,5,,,,1377,1377,1377.0,OCAFGGHM_00114,GPENAHNM_00345
ywnA,ywnA,Putative HTH-type transcriptional regulator YwnA,2,2,1.0,2,4,,,,429,429,429.0,OCAFGGHM_00151,GPENAHNM_00308
group_42,,hypothetical protein,2,2,1.0,2,3,,,,219,219,219.0,OCAFGGHM_00124,GPENAHNM_00335
rplK,rplK,Large ribosomal subunit protein uL11,2,2,1.0,2,2,,,,426,426,426.0,OCAFGGHM_00127,GPENAHNM_00332
gpmA_1~~~gpmA_2,gpmA_1;gpmA_2,23-bisphosphoglycerate-dependent phosphoglycerate mutase,2,2,1.0,2,1,,,,681,681,681.0,OCAFGGHM_00106,GPENAHNM_00353
yhaP,yhaP,putative protein YhaP,2,2,1.0,1,119,,,,1236,1236,1236.0,OCAFGGHM_00028,GPENAHNM_01490
ecfA1,ecfA1,Energy-coupling factor transporter ATP-binding protein EcfA1,2,2,1.0,1,118,,,,852,852,852.0,OCAFGGHM_00094,GPENAHNM_01421
pth,pth,Peptidyl-tRNA hydrolase,2,2,1.0,1,117,,,,558,558,558.0,OCAFGGHM_00037,GPENAHNM_01482
rplW,rplW,Large ribosomal subunit protein uL23,2,2,1.0,1,116,,,,297,297,297.0,OCAFGGHM_00068,GPENAHNM_01447
murA1,murA1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,2,2,1.0,1,115,,,,1266,1266,1266.0,OCAFGGHM_00007,GPENAHNM_01517
ecfA2,ecfA2,Energy-coupling factor transporter ATP-binding protein EcfA2,2,2,1.0,1,113,,,,864,864,864.0,OCAFGGHM_00095,GPENAHNM_01420
group_40,,hypothetical protein,2,2,1.0,1,112,,,,129,129,129.0,OCAFGGHM_00026,GPENAHNM_01492
group_38,,Nucleobase transporter PlUacP,2,2,1.0,1,110,,,,1284,1284,1284.0,OCAFGGHM_00009,GPENAHNM_01508
secY,secY,Protein translocase subunit SecY,2,2,1.0,1,109,,,,1293,1293,1293.0,OCAFGGHM_00086,GPENAHNM_01429
rplX,rplX,Large ribosomal subunit protein uL24,2,2,1.0,1,108,,,,315,315,315.0,OCAFGGHM_00077,GPENAHNM_01438
xpt_1~~~xpt_2~~~xpt,xpt_1;xpt_2;xpt,Xanthine phosphoribosyltransferase,2,3,1.5,1,105,,,,297,600,410.0,OCAFGGHM_00011;OCAFGGHM_00010,GPENAHNM_01507
bcrA,bcrA,Bacitracin transport ATP-binding protein BcrA,2,2,1.0,1,104,,,,600,600,600.0,OCAFGGHM_00051,GPENAHNM_01468
hslO,hslO,33 kDa chaperonin,2,2,1.0,1,103,,,,882,882,882.0,OCAFGGHM_00044,GPENAHNM_01475
group_36,,hypothetical protein,2,2,1.0,1,102,,,,750,750,750.0,OCAFGGHM_00013,GPENAHNM_01505
rpoE,rpoE,DNA-directed RNA polymerase subunit delta,2,2,1.0,1,101,,,,522,549,535.5,OCAFGGHM_00005,GPENAHNM_01519
rplD,rplD,Large ribosomal subunit protein uL4,2,2,1.0,1,100,,,,618,618,618.0,OCAFGGHM_00067,GPENAHNM_01448
tilS,tilS,tRNA(Ile)-lysidine synthase,2,2,1.0,1,99,,,,1239,1239,1239.0,OCAFGGHM_00042,GPENAHNM_01477
btuD,btuD,Vitamin B12 import ATP-binding protein BtuD,2,2,1.0,1,98,,,,906,906,906.0,OCAFGGHM_00027,GPENAHNM_01491
group_35,,hypothetical protein,2,2,1.0,1,97,,,,891,891,891.0,OCAFGGHM_00056,GPENAHNM_01459
murF,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,2,2,1.0,1,96,,,,1368,1368,1368.0,OCAFGGHM_00033,GPENAHNM_01486
rpsM,rpsM,Small ribosomal subunit protein uS13,2,2,1.0,1,95,,,,351,351,351.0,OCAFGGHM_00090,GPENAHNM_01425
group_34,,hypothetical protein,2,2,1.0,1,94,,,,1377,1377,1377.0,OCAFGGHM_00003,GPENAHNM_01521
rplC,rplC,Large ribosomal subunit protein uL3,2,2,1.0,1,93,,,,630,630,630.0,OCAFGGHM_00066,GPENAHNM_01449
group_33,,hypothetical protein,2,2,1.0,1,92,,,,351,351,351.0,OCAFGGHM_00041,GPENAHNM_01478
rplV,rplV,Large ribosomal subunit protein uL22,2,2,1.0,1,90,,,,354,354,354.0,OCAFGGHM_00071,GPENAHNM_01444
group_31,,hypothetical protein,2,2,1.0,1,89,,,,450,450,450.0,OCAFGGHM_00029,GPENAHNM_01489
rplR,rplR,Large ribosomal subunit protein uL18,2,2,1.0,1,88,,,,360,360,360.0,OCAFGGHM_00082,GPENAHNM_01433
rplN,rplN,Large ribosomal subunit protein uL14,2,2,1.0,1,86,,,,369,369,369.0,OCAFGGHM_00076,GPENAHNM_01439
adk,adk,Adenylate kinase,2,2,1.0,1,85,,,,654,654,654.0,OCAFGGHM_00087,GPENAHNM_01428
pepDA_1,pepDA_1,Dipeptidase A,2,2,1.0,1,84,,,,1425,1425,1425.0,OCAFGGHM_00008,GPENAHNM_01509
group_30,,hypothetical protein,2,2,1.0,1,83,,,,372,372,372.0,OCAFGGHM_00040,GPENAHNM_01479
rplQ,rplQ,Large ribosomal subunit protein bL17,2,2,1.0,1,82,,,,384,384,384.0,OCAFGGHM_00093,GPENAHNM_01422
rpoA,rpoA,DNA-directed RNA polymerase subunit alpha,2,2,1.0,1,81,,,,942,942,942.0,OCAFGGHM_00092,GPENAHNM_01423
cshA,cshA,ATP-dependent RNA helicase CshA,2,2,1.0,1,80,,,,1455,1455,1455.0,OCAFGGHM_00034,GPENAHNM_01485
citN,citN,Citrate transporter,2,2,1.0,1,79,,,,429,1338,883.5,OCAFGGHM_00001,GPENAHNM_01523
rpsK,rpsK,Small ribosomal subunit protein uS11,2,2,1.0,1,77,,,,390,390,390.0,OCAFGGHM_00091,GPENAHNM_01424
rpsI,rpsI,Small ribosomal subunit protein uS9,2,2,1.0,1,73,,,,396,396,396.0,OCAFGGHM_00099,GPENAHNM_01416
rpsJ,rpsJ,Small ribosomal subunit protein uS10,2,2,1.0,1,72,,,,309,435,372.0,OCAFGGHM_00065,GPENAHNM_01450
rpsC,rpsC,Small ribosomal subunit protein uS3,2,2,1.0,1,71,,,,675,675,675.0,OCAFGGHM_00072,GPENAHNM_01443
rpsH,rpsH,Small ribosomal subunit protein uS8,2,2,1.0,1,70,,,,399,399,399.0,OCAFGGHM_00080,GPENAHNM_01435
group_28,,hypothetical protein,2,2,1.0,1,68,,,,1530,1530,1530.0,OCAFGGHM_00064,GPENAHNM_01451
rpsL,rpsL,Small ribosomal subunit protein uS12,2,2,1.0,1,67,,,,408,408,408.0,OCAFGGHM_00061,GPENAHNM_01454
group_27,,hypothetical protein,2,2,1.0,1,66,,,,684,684,684.0,OCAFGGHM_00060,GPENAHNM_01455
lysS,lysS,Lysine--tRNA ligase,2,2,1.0,1,65,,,,1524,1524,1524.0,OCAFGGHM_00046,GPENAHNM_01473
prs_1,prs_1,Ribose-phosphate pyrophosphokinase,2,2,1.0,1,64,,,,966,966,966.0,OCAFGGHM_00002,GPENAHNM_01522
group_26,,hypothetical protein,2,2,1.0,1,63,,,,408,408,408.0,OCAFGGHM_00004,GPENAHNM_01520
group_25,,hypothetical protein,2,2,1.0,1,62,,,,687,687,687.0,OCAFGGHM_00036,GPENAHNM_01483
guaA_1,guaA_1,GMP synthase [glutamine-hydrolyzing],2,2,1.0,1,60,,,,1551,1551,1551.0,OCAFGGHM_00012,GPENAHNM_01506
rpmJ,rpmJ,Large ribosomal subunit protein bL36,2,2,1.0,1,59,,,,117,117,117.0,OCAFGGHM_00089,GPENAHNM_01426
pyrG,pyrG,CTP synthase,2,2,1.0,1,56,,,,1620,1620,1620.0,OCAFGGHM_00006,GPENAHNM_01518
rplM,rplM,Large ribosomal subunit protein uL13,2,2,1.0,1,52,,,,438,438,438.0,OCAFGGHM_00098,GPENAHNM_01417
rplO,rplO,Large ribosomal subunit protein uL15,2,2,1.0,1,51,,,,441,441,441.0,OCAFGGHM_00085,GPENAHNM_01430
rplP,rplP,Large ribosomal subunit protein uL16,2,2,1.0,1,49,,,,441,441,441.0,OCAFGGHM_00073,GPENAHNM_01442
dusB,dusB,tRNA-dihydrouridine synthase B,2,2,1.0,1,48,,,,1029,1029,1029.0,OCAFGGHM_00045,GPENAHNM_01474
rpmD,rpmD,Large ribosomal subunit protein uL30,2,2,1.0,1,47,,,,186,186,186.0,OCAFGGHM_00084,GPENAHNM_01431
rpsZ,rpsZ,Small ribosomal subunit protein uS14,2,2,1.0,1,46,,,,186,186,186.0,OCAFGGHM_00079,GPENAHNM_01436
rpmC,rpmC,Large ribosomal subunit protein uL29,2,2,1.0,1,43,,,,198,198,198.0,OCAFGGHM_00074,GPENAHNM_01441
group_19,,hypothetical protein,2,2,1.0,1,42,,,,417,417,417.0,OCAFGGHM_00048,GPENAHNM_01471
rpsG,rpsG,Small ribosomal subunit protein uS7,2,2,1.0,1,40,,,,471,471,471.0,OCAFGGHM_00062,GPENAHNM_01453
group_17,,hypothetical protein,2,2,1.0,1,39,,,,816,816,816.0,OCAFGGHM_00049,GPENAHNM_01470
group_16,,hypothetical protein,2,2,1.0,1,38,,,,1110,1110,1110.0,OCAFGGHM_00025,GPENAHNM_01493
fusA,fusA,elongation factor G FusA,2,2,1.0,1,36,,,,2091,2091,2091.0,OCAFGGHM_00063,GPENAHNM_01452
yciB,yciB,Putative LD-transpeptidase YciB,2,2,1.0,1,35,,,,609,615,612.0,OCAFGGHM_00014,GPENAHNM_01504
alr,alr,Alanine racemase,2,2,1.0,1,33,,,,1128,1128,1128.0,OCAFGGHM_00035,GPENAHNM_01484
infA,infA,Translation initiation factor IF-1,2,2,1.0,1,32,,,,222,222,222.0,OCAFGGHM_00088,GPENAHNM_01427
ftsH,ftsH,ATP-dependent zinc metalloprotease FtsH,2,2,1.0,1,31,,,,2136,2136,2136.0,OCAFGGHM_00043,GPENAHNM_01476
truA,truA,tRNA pseudouridine synthase A,2,2,1.0,1,30,,,,789,789,789.0,OCAFGGHM_00097,GPENAHNM_01418
group_13,,hypothetical protein,2,2,1.0,1,29,,,,495,495,495.0,OCAFGGHM_00030,GPENAHNM_01488
ecfT,ecfT,Energy-coupling factor transporter transmembrane protein EcfT,2,2,1.0,1,25,,,,798,798,798.0,OCAFGGHM_00096,GPENAHNM_01419
rpsE,rpsE,Small ribosomal subunit protein uS5,2,2,1.0,1,23,,,,516,516,516.0,OCAFGGHM_00083,GPENAHNM_01432
rqcP,rqcP,RQC P-site tRNA stabilizing factor,2,2,1.0,1,22,,,,243,243,243.0,OCAFGGHM_00039,GPENAHNM_01480
clpC,clpC,ATP-dependent Clp protease ATP-binding subunit ClpC,2,2,1.0,1,20,,,,2484,2484,2484.0,OCAFGGHM_00057,GPENAHNM_01458
group_4,,hypothetical protein,2,2,1.0,1,16,,,,492,495,493.5,OCAFGGHM_00052,GPENAHNM_01467
group_3,,hypothetical protein,2,2,1.0,1,15,,,,600,600,600.0,OCAFGGHM_00050,GPENAHNM_01469
rpmE2,rpmE2,Large ribosomal subunit protein bL31B,2,2,1.0,1,14,,,,258,258,258.0,OCAFGGHM_00032,GPENAHNM_01487
rplF,rplF,Large ribosomal subunit protein uL6,2,2,1.0,1,13,,,,531,531,531.0,OCAFGGHM_00081,GPENAHNM_01434
rpsQ,rpsQ,Small ribosomal subunit protein uS17,2,2,1.0,1,12,,,,267,267,267.0,OCAFGGHM_00075,GPENAHNM_01440
mfd,mfd,Transcription-repair-coupling factor,2,2,1.0,1,10,,,,3489,3489,3489.0,OCAFGGHM_00038,GPENAHNM_01481
rplE,rplE,Large ribosomal subunit protein uL5,2,2,1.0,1,9,,,,543,543,543.0,OCAFGGHM_00078,GPENAHNM_01437
rpsS,rpsS,Small ribosomal subunit protein uS19,2,2,1.0,1,8,,,,276,276,276.0,OCAFGGHM_00070,GPENAHNM_01445
rpoB,rpoB,DNA-directed RNA polymerase subunit beta RpoB,2,2,1.0,1,6,,,,3630,3630,3630.0,OCAFGGHM_00058,GPENAHNM_01457
rplB,rplB,Large ribosomal subunit protein uL2,2,2,1.0,1,5,,,,837,837,837.0,OCAFGGHM_00069,GPENAHNM_01446
rpoC,rpoC,DNA-directed RNA polymerase subunit beta RpoC,2,2,1.0,1,4,,,,3669,3669,3669.0,OCAFGGHM_00059,GPENAHNM_01456
group_563,,hypothetical protein,1,1,1.0,103,1,,,,1194,1194,1194.0,,GPENAHNM_01389
lacF_2,lacF_2,PTS system lactose-specific EIIA component,1,1,1.0,102,1,,,,345,345,345.0,,GPENAHNM_01250
group_562,,hypothetical protein,1,1,1.0,101,2,,,,417,417,417.0,,GPENAHNM_01037
citG,citG,2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase,1,1,1.0,100,1,,,,825,825,825.0,,GPENAHNM_01014
ndvA,ndvA,Beta-(1-->2)glucan export ATP-binding/permease protein NdvA,1,1,1.0,99,1,,,,1587,1587,1587.0,,GPENAHNM_01003
group_561,pepT_1,Peptidase T,1,1,1.0,98,1,,,,1266,1266,1266.0,,GPENAHNM_00855
murQ,murQ,N-acetylmuramic acid 6-phosphate etherase,1,1,1.0,97,4,,,,900,900,900.0,,GPENAHNM_00711
group_560,,hypothetical protein,1,1,1.0,97,3,,,,708,708,708.0,,GPENAHNM_00708
murP,murP,PTS system MurNAc-GlcNAc-specific EIIBC component,1,1,1.0,97,2,,,,1431,1431,1431.0,,GPENAHNM_00709
group_559,,hypothetical protein,1,1,1.0,97,1,,,,888,888,888.0,,GPENAHNM_00710
group_557,,hypothetical protein,1,1,1.0,94,1,,,,2559,2559,2559.0,,GPENAHNM_00541
miaA,miaA,tRNA dimethylallyltransferase,1,1,1.0,93,1,,,,921,921,921.0,,GPENAHNM_00533
rbsK_1,rbsK_1,Ribokinase,1,1,1.0,92,1,,,,927,927,927.0,,GPENAHNM_00371
group_556,,hypothetical protein,1,1,1.0,91,7,,,,282,282,282.0,,GPENAHNM_00298
group_555,,hypothetical protein,1,1,1.0,91,6,,,,345,345,345.0,,GPENAHNM_00295
hemH,hemH,Ferrochelatase,1,1,1.0,91,5,,,,939,939,939.0,,GPENAHNM_00296
group_554,,hypothetical protein,1,1,1.0,91,4,,,,8133,8133,8133.0,,GPENAHNM_00299
mepA,mepA,Multidrug export protein MepA,1,1,1.0,91,3,,,,1350,1350,1350.0,,GPENAHNM_00297
group_553,,hypothetical protein,1,1,1.0,91,2,,,,372,372,372.0,,GPENAHNM_00294
group_552,,hypothetical protein,1,1,1.0,91,1,,,,411,411,411.0,,GPENAHNM_00293
group_526,,hypothetical protein,1,1,1.0,70,2,,,,705,705,705.0,,GPENAHNM_00717
group_513,,hypothetical protein,1,1,1.0,64,2,,,,1119,1119,1119.0,,GPENAHNM_00792
group_512,,hypothetical protein,1,1,1.0,64,1,,,,969,969,969.0,,GPENAHNM_00793
bglG,bglG,Cryptic beta-glucoside bgl operon antiterminator,1,1,1.0,58,14,,,,837,837,837.0,,GPENAHNM_00363
bglH_3,bglH_3,Aryl-phospho-beta-D-glucosidase BglH,1,1,1.0,58,10,,,,1485,1485,1485.0,,GPENAHNM_00361
bglF_2,bglF_2,PTS system beta-glucoside-specific EIIBCA component,1,1,1.0,58,1,,,,1836,1836,1836.0,,GPENAHNM_00362
group_492,,hypothetical protein,1,1,1.0,56,4,,,,330,330,330.0,OCAFGGHM_01457,
wecH,wecH,O-acetyltransferase WecH,1,1,1.0,56,2,,,,702,702,702.0,OCAFGGHM_01462,
group_461,,hypothetical protein,1,1,1.0,49,11,,,,1716,1716,1716.0,,GPENAHNM_00701
group_460,,hypothetical protein,1,1,1.0,49,6,,,,1686,1686,1686.0,OCAFGGHM_01344,
group_458,,hypothetical protein,1,1,1.0,49,1,,,,2097,2097,2097.0,OCAFGGHM_01339,
uup_6,uup_6,ATP-binding protein Uup,1,1,1.0,48,3,,,,1578,1578,1578.0,,GPENAHNM_01098
group_457,,hypothetical protein,1,1,1.0,48,2,,,,819,819,819.0,,GPENAHNM_01099
group_453,toxN,Endoribonuclease ToxN,1,1,1.0,47,1,,,,531,531,531.0,,GPENAHNM_01244
group_451,,hypothetical protein,1,1,1.0,44,8,,,,1428,1428,1428.0,OCAFGGHM_01303,
ackA,ackA,Acetate kinase,1,1,1.0,43,4,,,,1188,1188,1188.0,,GPENAHNM_01145
group_442,,hypothetical protein,1,1,1.0,42,8,,,,327,327,327.0,OCAFGGHM_01243,
group_441,,hypothetical protein,1,1,1.0,42,4,,,,1215,1215,1215.0,OCAFGGHM_01236,
msrD,msrD,putative macrolide resistance translation factor MsrD,1,1,1.0,42,2,,,,1542,1542,1542.0,,GPENAHNM_01196
arsR,arsR,Arsenical resistance operon repressor,1,1,1.0,33,12,,,,327,327,327.0,,GPENAHNM_00864
group_389,,hypothetical protein,1,1,1.0,33,11,,,,459,459,459.0,,GPENAHNM_00863
group_385,,hypothetical protein,1,1,1.0,33,6,,,,861,861,861.0,,GPENAHNM_00862
ipdC,ipdC,(3aS4S5R7aS)-5-hydroxy-7a-methyl-1-oxo-octahydro-1H-indene-4-carboxyl-CoA dehydrogenase,1,1,1.0,33,1,,,,951,951,951.0,,GPENAHNM_00861
group_381,,hypothetical protein,1,1,1.0,32,12,,,,1008,1008,1008.0,OCAFGGHM_01063,
group_378,,hypothetical protein,1,1,1.0,32,3,,,,1158,1158,1158.0,,GPENAHNM_01330
group_377,,hypothetical protein,1,1,1.0,31,1,,,,1536,1536,1536.0,OCAFGGHM_01060,
group_366,,hypothetical protein,1,1,1.0,29,4,,,,96,96,96.0,OCAFGGHM_01053,
group_350,,hypothetical protein,1,1,1.0,28,3,,,,483,483,483.0,OCAFGGHM_00983,
group_341,,hypothetical protein,1,1,1.0,25,15,,,,2568,2568,2568.0,OCAFGGHM_00928,
group_340,,hypothetical protein,1,1,1.0,25,14,,,,2577,2577,2577.0,OCAFGGHM_00926,
group_339,,hypothetical protein,1,1,1.0,25,13,,,,2601,2601,2601.0,OCAFGGHM_00927,
group_335,,hypothetical protein,1,1,1.0,25,4,,,,777,777,777.0,,GPENAHNM_01546
group_332,,hypothetical protein,1,1,1.0,25,1,,,,636,636,636.0,,GPENAHNM_01542
group_312,,hypothetical protein,1,1,1.0,21,14,,,,975,2802,1888.5,OCAFGGHM_00833,
pyrDB,pyrDB,Dihydroorotate dehydrogenase B (NAD(+)) catalytic subunit,1,1,1.0,21,4,,,,909,909,909.0,,GPENAHNM_00398
niaP,niaP,Niacin transporter NiaP,1,1,1.0,21,3,,,,1233,1233,1233.0,,GPENAHNM_00399
group_305,,hypothetical protein,1,1,1.0,21,2,,,,216,216,216.0,,GPENAHNM_00401
lacB,lacB,Galactose-6-phosphate isomerase subunit LacB,1,1,1.0,20,15,,,,576,576,576.0,,GPENAHNM_01303
dpaL,dpaL,Diaminopropionate ammonia-lyase,1,1,1.0,20,11,,,,1170,1170,1170.0,,GPENAHNM_01307
group_302,,RutC family protein,1,1,1.0,20,10,,,,342,342,342.0,,GPENAHNM_01306
group_301,,hypothetical protein,1,1,1.0,20,7,,,,456,456,456.0,OCAFGGHM_00781,
group_300,,hypothetical protein,1,1,1.0,20,6,,,,648,648,648.0,,GPENAHNM_01304
yicL_2,yicL_2,putative inner membrane transporter YicL,1,1,1.0,20,1,,,,927,927,927.0,,GPENAHNM_01305
group_280,,hypothetical protein,1,1,1.0,17,35,,,,1143,1143,1143.0,,GPENAHNM_00736
group_279,,hypothetical protein,1,1,1.0,17,32,,,,1143,1143,1143.0,OCAFGGHM_00694,
group_275,,hypothetical protein,1,1,1.0,17,28,,,,1269,1269,1269.0,,GPENAHNM_00743
group_273,,hypothetical protein,1,1,1.0,17,22,,,,1725,1725,1725.0,,GPENAHNM_00744
group_272,,hypothetical protein,1,1,1.0,17,20,,,,516,516,516.0,,GPENAHNM_00742
group_269,,hypothetical protein,1,1,1.0,17,10,,,,1482,1482,1482.0,,GPENAHNM_00748
arnC_2,arnC_2,Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase,1,1,1.0,17,6,,,,1962,1962,1962.0,,GPENAHNM_00740
group_268,,putative protein,1,1,1.0,17,5,,,,972,972,972.0,OCAFGGHM_00672,
group_265,,hypothetical protein,1,1,1.0,16,5,,,,981,981,981.0,,GPENAHNM_00217
group_248,,hypothetical protein,1,1,1.0,15,8,,,,543,543,543.0,OCAFGGHM_00653,
group_238,dapE,putative succinyl-diaminopimelate desuccinylase,1,1,1.0,13,41,,,,1146,1146,1146.0,,GPENAHNM_00485
dapE,dapE,putative succinyl-diaminopimelate desuccinylase,1,1,1.0,13,39,,,,1146,1146,1146.0,OCAFGGHM_00605,
group_237,,hypothetical protein,1,1,1.0,13,38,,,,795,795,795.0,OCAFGGHM_00598,
group_236,,hypothetical protein,1,1,1.0,13,36,,,,717,717,717.0,OCAFGGHM_00594,
hsdRM,hsdRM,Type II methyltransferase M.BsuRI,1,1,1.0,13,34,,,,1272,1272,1272.0,OCAFGGHM_00603,
group_234,,hypothetical protein,1,1,1.0,13,33,,,,924,924,924.0,OCAFGGHM_00602,
group_233,,hypothetical protein,1,1,1.0,13,31,,,,798,798,798.0,OCAFGGHM_00597,
group_232,,hypothetical protein,1,1,1.0,13,29,,,,441,441,441.0,OCAFGGHM_00604,
group_231,,hypothetical protein,1,1,1.0,13,28,,,,441,441,441.0,OCAFGGHM_00595,
group_230,bglA,6-phospho-beta-glucosidase BglA,1,1,1.0,13,27,,,,1440,1440,1440.0,,GPENAHNM_00483
yydK,yydK,putative HTH-type transcriptional regulator YydK,1,1,1.0,13,24,,,,732,732,732.0,,GPENAHNM_00480
group_229,,hypothetical protein,1,1,1.0,13,23,,,,384,384,384.0,OCAFGGHM_00599,
ptcB,ptcB,PTS system galactose-specific EIIB component,1,1,1.0,13,22,,,,318,318,318.0,,GPENAHNM_00479
group_228,,hypothetical protein,1,1,1.0,13,21,,,,387,387,387.0,,GPENAHNM_00478
group_227,,hypothetical protein,1,1,1.0,13,19,,,,180,180,180.0,OCAFGGHM_00600,
group_226,,hypothetical protein,1,1,1.0,13,18,,,,324,324,324.0,,GPENAHNM_00484
group_225,,hypothetical protein,1,1,1.0,13,16,,,,882,882,882.0,OCAFGGHM_00606,
group_222,,hypothetical protein,1,1,1.0,13,11,,,,477,477,477.0,,GPENAHNM_00482
group_220,,hypothetical protein,1,1,1.0,13,6,,,,1236,1236,1236.0,OCAFGGHM_00601,
group_219,,hypothetical protein,1,1,1.0,13,5,,,,552,552,552.0,OCAFGGHM_00596,
group_218,,Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase,1,1,1.0,13,4,,,,849,849,849.0,,GPENAHNM_00481
group_214,,hypothetical protein,1,1,1.0,12,47,,,,792,792,792.0,,GPENAHNM_00232
group_212,,hypothetical protein,1,1,1.0,12,44,,,,438,438,438.0,,GPENAHNM_00235
group_210,,hypothetical protein,1,1,1.0,12,40,,,,384,384,384.0,,GPENAHNM_00234
group_205,,hypothetical protein,1,1,1.0,12,27,,,,885,885,885.0,,GPENAHNM_00231
polC_1,polC_1,DNA polymerase III PolC-type,1,1,1.0,12,23,,,,1203,1203,1203.0,,GPENAHNM_00233
group_204,,hypothetical protein,1,1,1.0,12,22,,,,606,606,606.0,OCAFGGHM_00562,
group_202,,hypothetical protein,1,1,1.0,12,19,,,,1938,1938,1938.0,,GPENAHNM_00260
group_201,,hypothetical protein,1,1,1.0,12,18,,,,3111,3111,3111.0,OCAFGGHM_00561,
group_199,,hypothetical protein,1,1,1.0,12,16,,,,540,540,540.0,,GPENAHNM_00236
hsdS,hsdS,Type I restriction enzyme EcoR124I/EcoR124II specificity subunit,1,1,1.0,12,15,,,,540,540,540.0,OCAFGGHM_00563,
hsdM,hsdM,Type I restriction enzyme HindI methylase subunit,1,1,1.0,12,14,,,,1533,1533,1533.0,OCAFGGHM_00564,
thiT,thiT,Thiamine transporter ThiT,1,1,1.0,12,13,,,,543,543,543.0,,GPENAHNM_00251
group_196,,hypothetical protein,1,1,1.0,12,9,,,,99,99,99.0,,GPENAHNM_00228
group_195,,hypothetical protein,1,1,1.0,12,3,,,,2082,2082,2082.0,OCAFGGHM_00565,
toxN,toxN,Endoribonuclease ToxN,1,1,1.0,10,5,,,,483,483,483.0,OCAFGGHM_00504,
group_183,,hypothetical protein,1,1,1.0,10,2,,,,882,882,882.0,,GPENAHNM_01363
group_182,,hypothetical protein,1,1,1.0,9,3,,,,1272,1272,1272.0,OCAFGGHM_00497,
