Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_gasseri__UMB1399__GCA_007826985.2,Lactobacillus_gasseri__UMB6735__GCA_030216645.1
murA1,murA1,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,2,2,1.0,2,130,,,,1266,1266,1266.0,DLKHCADP_00216,FKLDPHGP_00969
group_230,,hypothetical protein,2,2,1.0,2,129,,,,264,264,264.0,DLKHCADP_01424,FKLDPHGP_00990
group_229,,hypothetical protein,2,2,1.0,2,128,,,,549,549,549.0,DLKHCADP_00221,FKLDPHGP_00974
purR,purR,Purine biosynthesis transcriptional repressor PurR,2,2,1.0,2,127,,,,837,837,837.0,DLKHCADP_00240,FKLDPHGP_00952
tilS,tilS,tRNA(Ile)-lysidine synthase,2,2,1.0,2,126,,,,1296,1296,1296.0,DLKHCADP_01241,FKLDPHGP_01015
pth,pth,Peptidyl-tRNA hydrolase,2,2,1.0,2,125,,,,558,558,558.0,DLKHCADP_01246,FKLDPHGP_01010
pepE_1,pepE_1,Aminopeptidase E,2,2,1.0,2,124,,,,1311,1311,1311.0,DLKHCADP_00339,FKLDPHGP_00924
group_228,,hypothetical protein,2,2,1.0,2,123,,,,282,282,282.0,DLKHCADP_00230,FKLDPHGP_00983
rnmV,rnmV,Ribonuclease M5,2,2,1.0,2,122,,,,564,564,564.0,DLKHCADP_00237,FKLDPHGP_00949
pucK,pucK,Uric acid permease PucK,2,2,1.0,2,121,,,,1329,1329,1329.0,DLKHCADP_00217,FKLDPHGP_00970
pepE_2,pepE_2,Aminopeptidase E,2,2,1.0,2,120,,,,1338,1338,1338.0,DLKHCADP_00341,FKLDPHGP_00922
xpt,xpt,Xanthine phosphoribosyltransferase,2,2,1.0,2,119,,,,579,579,579.0,DLKHCADP_00218,FKLDPHGP_00971
ganQ,ganQ,Galactooligosaccharides transport system permease protein GanQ,2,2,1.0,2,118,,,,858,858,858.0,DLKHCADP_00251,FKLDPHGP_00963
azoR,azoR,FMN dependent NADH:quinone oxidoreductase,2,2,1.0,2,117,,,,582,582,582.0,DLKHCADP_00226,FKLDPHGP_00979
bglK_1,bglK_1,Beta-glucoside kinase,2,2,1.0,2,116,,,,861,861,861.0,DLKHCADP_00367,FKLDPHGP_00939
gmuC,gmuC,PTS system oligo-beta-mannoside-specific EIIC component,2,2,1.0,2,115,,,,1353,1353,1353.0,DLKHCADP_00377,FKLDPHGP_00930
group_227,,hypothetical protein,2,2,1.0,2,114,,,,303,303,303.0,DLKHCADP_00229,FKLDPHGP_00982
group_226,,hypothetical protein,2,2,1.0,2,113,,,,588,588,588.0,DLKHCADP_00361,FKLDPHGP_00945
ganP,ganP,Galactooligosaccharides transport system permease protein GanP,2,2,1.0,2,112,,,,1356,1356,1356.0,DLKHCADP_00250,FKLDPHGP_00962
glcU_2,glcU_2,Glucose uptake protein GlcU,2,2,1.0,2,111,,,,864,864,864.0,DLKHCADP_00348,FKLDPHGP_00914
group_225,,hypothetical protein,2,2,1.0,2,110,,,,594,594,594.0,DLKHCADP_01566,FKLDPHGP_00882
group_224,,hypothetical protein,2,2,1.0,2,109,,,,1365,1365,1365.0,DLKHCADP_00212,FKLDPHGP_00965
murF,murF,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase,2,2,1.0,2,108,,,,1368,1368,1368.0,DLKHCADP_01374,FKLDPHGP_01004
bglH_1,bglH_1,Aryl-phospho-beta-D-glucosidase BglH,2,2,1.0,2,107,,,,1380,1380,1380.0,DLKHCADP_00368,FKLDPHGP_00938
ptcB,ptcB,PTS system galactose-specific EIIB component,2,2,1.0,2,106,,,,324,324,324.0,DLKHCADP_00370,FKLDPHGP_00936
group_223,,hypothetical protein,2,2,1.0,2,105,,,,1005,1008,1006.5,DLKHCADP_00222,FKLDPHGP_00975
glmU,glmU,Bifunctional protein GlmU,2,2,1.0,2,104,,,,1386,1386,1386.0,DLKHCADP_00241,FKLDPHGP_00953
ptcA,ptcA,PTS system cellobiose-specific EIIA component,2,2,1.0,2,103,,,,327,327,327.0,DLKHCADP_00371,FKLDPHGP_00935
group_222,,hypothetical protein,2,2,1.0,2,102,,,,612,612,612.0,DLKHCADP_00364,FKLDPHGP_00942
rsmA,rsmA,Ribosomal RNA small subunit methyltransferase A,2,2,1.0,2,100,,,,891,891,891.0,DLKHCADP_00238,FKLDPHGP_00950
plsY_1,plsY_1,Glycerol-3-phosphate acyltransferase,2,2,1.0,2,99,,,,621,621,621.0,DLKHCADP_00345,FKLDPHGP_00918
group_221,,hypothetical protein,2,2,1.0,2,98,,,,900,900,900.0,DLKHCADP_01382,FKLDPHGP_01000
licC_1,licC_1,Lichenan permease IIC component,2,2,1.0,2,97,,,,1431,1431,1431.0,DLKHCADP_00369,FKLDPHGP_00937
group_220,,hypothetical protein,2,2,1.0,2,96,,,,7392,11319,9355.5,DLKHCADP_00194,FKLDPHGP_00885
bglA_2,bglA_2,Aryl-phospho-beta-D-glucosidase BglA,2,2,1.0,2,95,,,,1449,1449,1449.0,DLKHCADP_00379,FKLDPHGP_00928
group_219,,hypothetical protein,2,2,1.0,2,94,,,,357,357,357.0,DLKHCADP_01240,FKLDPHGP_01014
cshA,cshA,ATP-dependent RNA helicase CshA,2,2,1.0,2,93,,,,1458,1458,1458.0,DLKHCADP_01375,FKLDPHGP_01005
acpS,acpS,Holo-[acyl-carrier-protein] synthase,2,2,1.0,2,92,,,,360,360,360.0,DLKHCADP_01376,FKLDPHGP_01006
group_218,,hypothetical protein,2,2,1.0,2,91,,,,3390,6654,5022.0,DLKHCADP_00195,FKLDPHGP_00884
pepDA_4~~~pepDA_3~~~pepDA_2,pepDA_4;pepDA_3;pepDA_2,Dipeptidase A,2,3,1.5,2,90,,,,363,1416,810.0,DLKHCADP_01417;DLKHCADP_01418,FKLDPHGP_00996
tagK_2,tagK_2,D-tagatose-1-phosphate kinase,2,2,1.0,2,89,,,,927,927,927.0,DLKHCADP_00210,FKLDPHGP_00890
frc_1~~~frc_2~~~frc,frc_1;frc_2;frc,Formyl-CoA:oxalate CoA-transferase,2,3,1.5,2,88,,,,672,1359,902.0,DLKHCADP_01421;DLKHCADP_01420,FKLDPHGP_00987
yedJ,yedJ,putative protein YedJ,2,2,1.0,2,87,,,,654,654,654.0,DLKHCADP_00340,FKLDPHGP_00923
eno_2~~~eno_3,eno_2;eno_3,Enolase,2,3,1.5,2,86,,,,489,1128,722.0,DLKHCADP_01412;DLKHCADP_01413,FKLDPHGP_00992
aimA,aimA,Glutamate/serine transporter AimA,2,2,1.0,2,85,,,,1560,1602,1581.0,DLKHCADP_01372,FKLDPHGP_01002
bglH_2~~~bglA_1~~~bglH_1,bglH_2;bglA_1;bglH_1,Aryl-phospho-beta-D-glucosidase BglH;6-phospho-beta-glucosidase BglA,2,3,1.5,2,84,,,,594,1494,980.0,DLKHCADP_00374;DLKHCADP_00373,FKLDPHGP_00933
yfdH,yfdH,Prophage bactoprenol glucosyl transferase,2,2,1.0,2,83,,,,933,933,933.0,DLKHCADP_00350,FKLDPHGP_00912
group_217,,hypothetical protein,2,2,1.0,2,82,,,,660,660,660.0,DLKHCADP_00382,FKLDPHGP_00925
guaA_1,guaA_1,GMP synthase [glutamine-hydrolyzing],2,2,1.0,2,81,,,,1554,1554,1554.0,DLKHCADP_00220,FKLDPHGP_00973
group_216,,hypothetical protein,2,2,1.0,2,80,,,,663,663,663.0,DLKHCADP_00366,FKLDPHGP_00940
yvdM,yvdM,Beta-phosphoglucomutase,2,2,1.0,2,79,,,,663,663,663.0,DLKHCADP_00247,FKLDPHGP_00959
cytR,cytR,HTH-type transcriptional repressor CytR,2,2,1.0,2,78,,,,945,945,945.0,DLKHCADP_00243,FKLDPHGP_00955
metG_1~~~metG,metG_1;metG,Methionine--tRNA ligase,2,2,1.0,2,76,,,,1878,1977,1927.5,DLKHCADP_00235,FKLDPHGP_00947
dexB,dexB,Glucan 16-alpha-glucosidase,2,2,1.0,2,75,,,,1617,1617,1617.0,DLKHCADP_00211,FKLDPHGP_00964
pyrG,pyrG,CTP synthase,2,2,1.0,2,74,,,,1623,1623,1623.0,DLKHCADP_00215,FKLDPHGP_00968
lacX_2~~~lacX_1,lacX_2;lacX_1;,Protein LacX plasmid;hypothetical protein,2,3,1.5,2,73,,,,381,882,572.0,DLKHCADP_00347,FKLDPHGP_00915;FKLDPHGP_00916
iolU,iolU,scyllo-inositol 2-dehydrogenase (NADP(+)) IolU,2,2,1.0,2,72,,,,963,963,963.0,DLKHCADP_00357,FKLDPHGP_00905
malL_1,malL_1,Oligo-16-glucosidase,2,2,1.0,2,71,,,,1659,1659,1659.0,DLKHCADP_00244,FKLDPHGP_00956
pckA,pckA,Phosphoenolpyruvate carboxykinase (ATP),2,2,1.0,2,70,,,,1659,1659,1659.0,DLKHCADP_00206,FKLDPHGP_00894
kefC,kefC,Glutathione-regulated potassium-efflux system protein KefC,2,2,1.0,2,69,,,,1509,1827,1668.0,DLKHCADP_00358,FKLDPHGP_00904
group_214,,hypothetical protein,2,2,1.0,2,68,,,,558,681,619.5,DLKHCADP_01244,FKLDPHGP_01008
ldh_2,ldh_2,L-lactate dehydrogenase,2,2,1.0,2,67,,,,972,972,972.0,DLKHCADP_01245,FKLDPHGP_01009
prs_1,prs_1,Ribose-phosphate pyrophosphokinase,2,2,1.0,2,66,,,,972,972,972.0,DLKHCADP_00242,FKLDPHGP_00954
group_213,,hypothetical protein,2,2,1.0,2,65,,,,408,408,408.0,DLKHCADP_00224,FKLDPHGP_00977
group_212,,hypothetical protein,2,2,1.0,2,64,,,,1722,1722,1722.0,DLKHCADP_00207,FKLDPHGP_00893
bbmA,bbmA,Intracellular maltogenic amylase,2,2,1.0,2,63,,,,1725,1725,1725.0,DLKHCADP_00245,FKLDPHGP_00957
gpmA_1,gpmA_1,23-bisphosphoglycerate-dependent phosphoglycerate mutase,2,2,1.0,2,62,,,,693,693,693.0,DLKHCADP_00353,FKLDPHGP_00909
mgtB_2,mgtB_2,Magnesium-transporting ATPase P-type 1,2,2,1.0,2,61,,,,990,990,990.0,DLKHCADP_00360,FKLDPHGP_00946
group_211,,hypothetical protein,2,2,1.0,2,60,,,,420,498,459.0,DLKHCADP_00378,FKLDPHGP_00929
oxc,oxc,Oxalyl-CoA decarboxylase,2,2,1.0,2,59,,,,1737,1737,1737.0,DLKHCADP_01422,FKLDPHGP_00988
yydK,yydK,putative HTH-type transcriptional regulator YydK,2,2,1.0,2,58,,,,699,699,699.0,DLKHCADP_00376,FKLDPHGP_00931
group_210,,hypothetical protein,2,2,1.0,2,57,,,,414,414,414.0,DLKHCADP_00231,FKLDPHGP_00984
group_209,,hypothetical protein,2,2,1.0,2,56,,,,414,414,414.0,DLKHCADP_00227,FKLDPHGP_00980
lacD,lacD,Tagatose 16-diphosphate aldolase,2,2,1.0,2,55,,,,996,996,996.0,DLKHCADP_00192,FKLDPHGP_00887
group_208,,hypothetical protein,2,2,1.0,2,54,,,,1446,2388,1917.0,DLKHCADP_00198,FKLDPHGP_00902
group_207,,hypothetical protein,2,2,1.0,2,53,,,,420,420,420.0,DLKHCADP_00203,FKLDPHGP_00897
glyA_1~~~glyA,glyA_1;glyA,Serine hydroxymethyltransferase,2,2,1.0,2,52,,,,657,1236,946.5,DLKHCADP_01379,FKLDPHGP_00997
group_206,,hypothetical protein,2,2,1.0,2,51,,,,423,423,423.0,DLKHCADP_00354,FKLDPHGP_00908
group_205,,hypothetical protein,2,2,1.0,2,50,,,,423,423,423.0,DLKHCADP_00213,FKLDPHGP_00966
group_204,,hypothetical protein,2,2,1.0,2,49,,,,714,714,714.0,DLKHCADP_01565,FKLDPHGP_00881
group_203,,hypothetical protein,2,2,1.0,2,48,,,,714,714,714.0,DLKHCADP_00349,FKLDPHGP_00913
group_202,,hypothetical protein,2,2,1.0,2,47,,,,717,717,717.0,DLKHCADP_01414,FKLDPHGP_00993
group_201,,hypothetical protein,2,2,1.0,2,46,,,,1872,1872,1872.0,DLKHCADP_00199,FKLDPHGP_00901
group_200,,hypothetical protein,2,2,1.0,2,45,,,,1029,1029,1029.0,DLKHCADP_01381,FKLDPHGP_00999
trpS2,trpS2,Tryptophan--tRNA ligase 2,2,2,1.0,2,44,,,,1029,1029,1029.0,DLKHCADP_00363,FKLDPHGP_00943
group_199,,hypothetical protein,2,2,1.0,2,43,,,,438,438,438.0,DLKHCADP_00351,FKLDPHGP_00911
gmuR_1,gmuR_1,HTH-type transcriptional regulator GmuR,2,2,1.0,2,42,,,,726,726,726.0,DLKHCADP_00372,FKLDPHGP_00934
group_198,,hypothetical protein,2,2,1.0,2,41,,,,1041,1041,1041.0,DLKHCADP_00202,FKLDPHGP_00898
group_197,,hypothetical protein,2,2,1.0,2,40,,,,1932,1932,1932.0,DLKHCADP_00209,FKLDPHGP_00891
group_196,,hypothetical protein,2,2,1.0,2,39,,,,444,444,444.0,DLKHCADP_01416,FKLDPHGP_00995
pepO_2,pepO_2,Neutral endopeptidase,2,2,1.0,2,37,,,,1950,1950,1950.0,DLKHCADP_00208,FKLDPHGP_00892
kup_1,kup_1,Low affinity potassium transport system protein Kup,2,2,1.0,2,36,,,,1998,1998,1998.0,DLKHCADP_00204,FKLDPHGP_00896
group_195,,Acid shock protein,2,2,1.0,2,35,,,,450,450,450.0,DLKHCADP_00380,FKLDPHGP_00927
kup_2,kup_2,Low affinity potassium transport system protein Kup,2,2,1.0,2,34,,,,2052,2052,2052.0,DLKHCADP_00205,FKLDPHGP_00895
group_194,,hypothetical protein,2,2,1.0,2,33,,,,453,453,453.0,DLKHCADP_01415,FKLDPHGP_00994
msmX,msmX,Oligosaccharides import ATP-binding protein MsmX,2,2,1.0,2,32,,,,1104,1104,1104.0,DLKHCADP_00248,FKLDPHGP_00960
ftsH,ftsH,ATP-dependent zinc metalloprotease FtsH,2,2,1.0,2,31,,,,2127,2127,2127.0,DLKHCADP_01242,FKLDPHGP_01016
glvR,glvR,HTH-type transcriptional regulator GlvR,2,2,1.0,2,29,,,,759,759,759.0,DLKHCADP_00190,FKLDPHGP_00889
nrdD,nrdD,Anaerobic ribonucleoside-triphosphate reductase,2,2,1.0,2,28,,,,2211,2211,2211.0,DLKHCADP_01564,FKLDPHGP_00880
brpA,brpA,Biofilm regulatory protein A,2,2,1.0,2,27,,,,1110,1110,1110.0,DLKHCADP_00346,FKLDPHGP_00917
greA_1,greA_1,Transcription elongation factor GreA,2,2,1.0,2,26,,,,462,462,462.0,DLKHCADP_00381,FKLDPHGP_00926
agaA_2,agaA_2,Alpha-galactosidase AgaA,2,2,1.0,2,25,,,,2232,2232,2232.0,DLKHCADP_01380,FKLDPHGP_00998
group_192,,hypothetical protein,2,2,1.0,2,24,,,,462,462,462.0,DLKHCADP_00228,FKLDPHGP_00981
malP,malP,Maltose phosphorylase,2,2,1.0,2,23,,,,2271,2271,2271.0,DLKHCADP_00246,FKLDPHGP_00958
thiQ,thiQ,Thiamine import ATP-binding protein ThiQ,2,2,1.0,2,22,,,,765,765,765.0,DLKHCADP_01383,FKLDPHGP_01001
dtd3,dtd3,D-aminoacyl-tRNA deacylase,2,2,1.0,2,21,,,,771,771,771.0,DLKHCADP_00236,FKLDPHGP_00948
alr,alr,Alanine racemase,2,2,1.0,2,20,,,,1131,1131,1131.0,DLKHCADP_01377,FKLDPHGP_01007
group_191,,hypothetical protein,2,2,1.0,2,19,,,,777,777,777.0,DLKHCADP_00219,FKLDPHGP_00972
group_190,,hypothetical protein,2,2,1.0,2,18,,,,783,783,783.0,DLKHCADP_00356,FKLDPHGP_00906
eno_1,eno_1,Enolase,2,2,1.0,2,17,,,,210,210,210.0,DLKHCADP_01411,FKLDPHGP_00991
group_189,,hypothetical protein,2,2,1.0,2,16,,,,210,210,210.0,DLKHCADP_00201,FKLDPHGP_00899
tadA_2,tadA_2,tRNA-specific adenosine deaminase,2,2,1.0,2,15,,,,489,489,489.0,DLKHCADP_00362,FKLDPHGP_00944
group_188,,hypothetical protein,2,2,1.0,2,14,,,,2712,2712,2712.0,DLKHCADP_01243,FKLDPHGP_01017
group_187,,hypothetical protein,2,2,1.0,2,13,,,,1182,1182,1182.0,DLKHCADP_01423,FKLDPHGP_00989
smc_1,smc_1,Chromosome partition protein Smc,2,2,1.0,2,12,,,,2904,2904,2904.0,DLKHCADP_00191,FKLDPHGP_00888
group_186,,hypothetical protein,2,2,1.0,2,11,,,,2949,2949,2949.0,DLKHCADP_00344,FKLDPHGP_00919
group_185,,hypothetical protein,2,2,1.0,2,10,,,,513,513,513.0,DLKHCADP_00233,FKLDPHGP_00986
group_184,,hypothetical protein,2,2,1.0,2,9,,,,1197,1197,1197.0,DLKHCADP_01567,FKLDPHGP_00883
mfd,mfd,Transcription-repair-coupling factor,2,2,1.0,2,7,,,,3498,3498,3498.0,DLKHCADP_01247,FKLDPHGP_01011
ogt,ogt,Methylated-DNA--protein-cysteine methyltransferase constitutive,2,2,1.0,2,6,,,,519,519,519.0,DLKHCADP_00232,FKLDPHGP_00985
ganS,ganS,Galactooligosaccharide-binding protein,2,2,1.0,2,5,,,,1218,1218,1218.0,DLKHCADP_00249,FKLDPHGP_00961
veg,veg,Protein Veg,2,2,1.0,2,4,,,,240,240,240.0,DLKHCADP_00239,FKLDPHGP_00951
group_182,,hypothetical protein,2,2,1.0,2,3,,,,1218,1218,1218.0,DLKHCADP_00193,FKLDPHGP_00886
group_181,,hypothetical protein,2,2,1.0,2,2,,,,240,240,240.0,DLKHCADP_00200,FKLDPHGP_00900
rqcP,rqcP,RQC P-site tRNA stabilizing factor,2,2,1.0,2,1,,,,243,243,243.0,DLKHCADP_01248,FKLDPHGP_01012
group_180,,hypothetical protein,2,2,1.0,1,405,,,,258,258,258.0,DLKHCADP_00174,FKLDPHGP_00403
rpsT,rpsT,Small ribosomal subunit protein bS20,2,2,1.0,1,404,,,,258,258,258.0,DLKHCADP_00019,FKLDPHGP_00645
group_178,,hypothetical protein,2,2,1.0,1,402,,,,261,261,261.0,DLKHCADP_00109,FKLDPHGP_00543
group_177,,hypothetical protein,2,2,1.0,1,401,,,,267,267,267.0,DLKHCADP_00883,FKLDPHGP_00445
rpsO,rpsO,Small ribosomal subunit protein uS15,2,2,1.0,1,400,,,,270,270,270.0,DLKHCADP_00018,FKLDPHGP_00644
group_174,,hypothetical protein,2,2,1.0,1,397,,,,276,276,276.0,DLKHCADP_00175,FKLDPHGP_00404
ribA,ribA,GTP cyclohydrolase-2,2,2,1.0,1,396,,,,279,279,279.0,DLKHCADP_00886,FKLDPHGP_00448
group_172,,hypothetical protein,2,2,1.0,1,394,,,,282,282,282.0,DLKHCADP_01193,FKLDPHGP_00666
group_171,,hypothetical protein,2,2,1.0,1,393,,,,285,285,285.0,DLKHCADP_00773,FKLDPHGP_00703
group_170,,hypothetical protein,2,2,1.0,1,392,,,,291,291,291.0,DLKHCADP_00108,FKLDPHGP_00544
group_169,,Putative membrane protein insertion efficiency factor,2,2,1.0,1,391,,,,294,294,294.0,DLKHCADP_00769,FKLDPHGP_00707
group_168,,hypothetical protein,2,2,1.0,1,390,,,,294,294,294.0,DLKHCADP_00155,FKLDPHGP_00426
comGC,comGC,Competence protein ComGC,2,2,1.0,1,389,,,,297,297,297.0,DLKHCADP_01771,FKLDPHGP_00748
group_167,,hypothetical protein,2,2,1.0,1,388,,,,297,297,297.0,DLKHCADP_00960,FKLDPHGP_00672
group_166,,hypothetical protein,2,2,1.0,1,387,,,,300,300,300.0,DLKHCADP_00890,FKLDPHGP_00451
group_165,,hypothetical protein,2,2,1.0,1,386,,,,303,303,303.0,DLKHCADP_00126,FKLDPHGP_00527
group_163,,hypothetical protein,2,2,1.0,1,384,,,,312,312,312.0,DLKHCADP_00164,FKLDPHGP_00435
ykwC_2,ykwC_2,putative oxidoreductase YkwC,2,2,1.0,1,383,,,,324,324,324.0,DLKHCADP_00859,FKLDPHGP_00459
group_162,,hypothetical protein,2,2,1.0,1,382,,,,327,327,327.0,DLKHCADP_00891,FKLDPHGP_00452
group_161,,hypothetical protein,2,2,1.0,1,381,,,,327,327,327.0,DLKHCADP_00123,FKLDPHGP_00530
group_160,,hypothetical protein,2,2,1.0,1,380,,,,327,327,327.0,DLKHCADP_00114,FKLDPHGP_00538
group_159,,hypothetical protein,2,2,1.0,1,379,,,,327,327,327.0,DLKHCADP_00032,FKLDPHGP_00572
group_158,,hypothetical protein,2,2,1.0,1,378,,,,336,336,336.0,DLKHCADP_01196,FKLDPHGP_00663
group_157,,hypothetical protein,2,2,1.0,1,377,,,,336,336,336.0,DLKHCADP_00972,FKLDPHGP_00684
group_156,,hypothetical protein,2,2,1.0,1,376,,,,336,336,336.0,DLKHCADP_00122,FKLDPHGP_00531
group_155,,hypothetical protein,2,2,1.0,1,375,,,,336,336,336.0,DLKHCADP_00026,FKLDPHGP_00652
group_154,,hypothetical protein,2,2,1.0,1,374,,,,345,345,345.0,DLKHCADP_00070,FKLDPHGP_00492
group_152,,hypothetical protein,2,2,1.0,1,372,,,,360,360,360.0,DLKHCADP_00127,FKLDPHGP_00526
fluC2,fluC2,Fluoride-specific ion channel FluC 2,2,2,1.0,1,371,,,,363,363,363.0,DLKHCADP_01761,FKLDPHGP_00758
ftsL,ftsL,Cell division protein FtsL,2,2,1.0,1,370,,,,363,363,363.0,DLKHCADP_00951,FKLDPHGP_00681
ytrA,ytrA,HTH-type transcriptional repressor YtrA,2,2,1.0,1,369,,,,369,369,369.0,DLKHCADP_00041,FKLDPHGP_00581
group_151,,hypothetical protein,2,2,1.0,1,367,,,,375,375,375.0,DLKHCADP_00861,FKLDPHGP_00461
ribH,ribH,67-dimethyl-8-ribityllumazine synthase,2,2,1.0,1,366,,,,378,378,378.0,DLKHCADP_00885,FKLDPHGP_00447
group_150,,hypothetical protein,2,2,1.0,1,365,,,,381,381,381.0,DLKHCADP_00154,FKLDPHGP_00425
group_149,,FMN-binding protein,2,2,1.0,1,364,,,,387,387,387.0,DLKHCADP_00889,FKLDPHGP_00450
fluC1,fluC1,Fluoride-specific ion channel FluC 1,2,2,1.0,1,363,,,,390,390,390.0,DLKHCADP_01760,FKLDPHGP_00759
group_148,,hypothetical protein,2,2,1.0,1,362,,,,393,393,393.0,DLKHCADP_00882,FKLDPHGP_00444
group_147,,hypothetical protein,2,2,1.0,1,361,,,,393,393,393.0,DLKHCADP_00781,FKLDPHGP_00736
rbsD,rbsD,D-ribose pyranase,2,2,1.0,1,360,,,,396,396,396.0,DLKHCADP_00086,FKLDPHGP_00515
group_146,,hypothetical protein,2,2,1.0,1,359,,,,399,399,399.0,DLKHCADP_00172,FKLDPHGP_00401
group_145,,hypothetical protein,2,2,1.0,1,358,,,,411,411,411.0,DLKHCADP_00077,FKLDPHGP_00485
group_144,,hypothetical protein,2,2,1.0,1,357,,,,414,414,414.0,DLKHCADP_00182,FKLDPHGP_00409
group_143,,hypothetical protein,2,2,1.0,1,356,,,,417,417,417.0,DLKHCADP_01772,FKLDPHGP_00747
group_142,,hypothetical protein,2,2,1.0,1,355,,,,426,426,426.0,DLKHCADP_00005,FKLDPHGP_00604
mraZ,mraZ,Transcriptional regulator MraZ,2,2,1.0,1,354,,,,432,432,432.0,DLKHCADP_00973,FKLDPHGP_00683
msrB,msrB,Peptide methionine sulfoxide reductase MsrB,2,2,1.0,1,353,,,,432,432,432.0,DLKHCADP_00060,FKLDPHGP_00599
sepF,sepF,Cell division protein SepF,2,2,1.0,1,352,,,,435,435,435.0,DLKHCADP_00959,FKLDPHGP_00673
group_141,,putative HTH-type transcriptional regulator,2,2,1.0,1,351,,,,438,438,438.0,DLKHCADP_00183,FKLDPHGP_00410
gpsB_1,gpsB_1,Cell cycle protein GpsB,2,2,1.0,1,349,,,,438,438,438.0,DLKHCADP_00066,FKLDPHGP_00496
group_139,,hypothetical protein,2,2,1.0,1,348,,,,441,441,441.0,DLKHCADP_00789,FKLDPHGP_00728
atpC,atpC,ATP synthase epsilon chain,2,2,1.0,1,347,,,,441,441,441.0,DLKHCADP_00765,FKLDPHGP_00711
yqeY,yqeY,putative protein YqeY,2,2,1.0,1,346,,,,444,444,444.0,DLKHCADP_00054,FKLDPHGP_00593
group_136,,hypothetical protein,2,2,1.0,1,343,,,,450,450,450.0,DLKHCADP_00085,FKLDPHGP_00516
group_134,,hypothetical protein,2,2,1.0,1,341,,,,456,456,456.0,DLKHCADP_00860,FKLDPHGP_00460
group_133,,hypothetical protein,2,2,1.0,1,340,,,,462,462,462.0,DLKHCADP_00170,FKLDPHGP_00399
group_132,,hypothetical protein,2,2,1.0,1,339,,,,465,465,465.0,DLKHCADP_00775,FKLDPHGP_00701
lspA,lspA,Lipoprotein signal peptidase,2,2,1.0,1,338,,,,465,465,465.0,DLKHCADP_00072,FKLDPHGP_00490
yfkJ,yfkJ,Low molecular weight protein-tyrosine-phosphatase YfkJ,2,2,1.0,1,336,,,,477,477,477.0,DLKHCADP_00011,FKLDPHGP_00637
group_130,,hypothetical protein,2,2,1.0,1,335,,,,480,480,480.0,DLKHCADP_00778,FKLDPHGP_00739
group_129,,Putative universal stress protein,2,2,1.0,1,334,,,,480,480,480.0,DLKHCADP_00772,FKLDPHGP_00704
group_128,,hypothetical protein,2,2,1.0,1,333,,,,480,480,480.0,DLKHCADP_00158,FKLDPHGP_00429
group_127,,hypothetical protein,2,2,1.0,1,332,,,,483,483,483.0,DLKHCADP_00119,FKLDPHGP_00533
bltD,bltD,Spermine/spermidine N(1)-acetyltransferase,2,2,1.0,1,331,,,,489,489,489.0,DLKHCADP_00083,FKLDPHGP_00518
group_126,,hypothetical protein,2,2,1.0,1,330,,,,492,492,492.0,DLKHCADP_00862,FKLDPHGP_00462
group_125,,hypothetical protein,2,2,1.0,1,329,,,,495,495,495.0,DLKHCADP_00098,FKLDPHGP_00503
atpF,atpF,ATP synthase subunit b,2,2,1.0,1,328,,,,501,501,501.0,DLKHCADP_00760,FKLDPHGP_00716
coaD,coaD,Phosphopantetheine adenylyltransferase,2,2,1.0,1,327,,,,501,501,501.0,DLKHCADP_00024,FKLDPHGP_00650
group_124,,hypothetical protein,2,2,1.0,1,326,,,,516,516,516.0,DLKHCADP_01767,FKLDPHGP_00752
group_123,,hypothetical protein,2,2,1.0,1,325,,,,516,516,516.0,DLKHCADP_00010,FKLDPHGP_00636
group_122,,hypothetical protein,2,2,1.0,1,324,,,,519,519,519.0,DLKHCADP_01774,FKLDPHGP_00745
group_121,,hypothetical protein,2,2,1.0,1,323,,,,519,519,519.0,DLKHCADP_00896,FKLDPHGP_00457
group_120,,hypothetical protein,2,2,1.0,1,322,,,,522,522,522.0,DLKHCADP_00181,FKLDPHGP_00408
hslV,hslV,ATP-dependent protease subunit HslV,2,2,1.0,1,321,,,,525,525,525.0,DLKHCADP_00980,FKLDPHGP_00393
ybeY,ybeY,Endoribonuclease YbeY,2,2,1.0,1,320,,,,528,528,528.0,DLKHCADP_00052,FKLDPHGP_00591
group_119,,hypothetical protein,2,2,1.0,1,319,,,,531,531,531.0,DLKHCADP_00009,FKLDPHGP_00635
group_118,,hypothetical protein,2,2,1.0,1,318,,,,534,534,534.0,DLKHCADP_00970,FKLDPHGP_00686
group_117,,hypothetical protein,2,2,1.0,1,317,,,,534,534,534.0,DLKHCADP_00082,FKLDPHGP_00519
pyrR_2,pyrR_2,Bifunctional protein pyrR,2,2,1.0,1,316,,,,537,537,537.0,DLKHCADP_00138,FKLDPHGP_00560
pyrR_1,pyrR_1,Bifunctional protein pyrR,2,2,1.0,1,315,,,,543,543,543.0,DLKHCADP_00133,FKLDPHGP_00565
