Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_paragasseri__UMB0056__GCA_002884735.1,Lactobacillus_paragasseri__UMB5640__GCA_030216965.1,Lactobacillus_paragasseri__UMB6357__GCA_030216895.1
mbl,mbl,Cell shape-determining protein Mbl,3,3,1.0,2,491,,,,990,990,990.0,CHONFCMC_00767,KGGMHOKE_01029,JPPLDLFD_01348
holA,holA,DNA polymerase III subunit delta,3,3,1.0,2,489,,,,990,990,990.0,CHONFCMC_00703,KGGMHOKE_00964,JPPLDLFD_01411
group_245,,hypothetical protein,3,3,1.0,2,488,,,,738,852,814.0,CHONFCMC_00088,KGGMHOKE_00001,JPPLDLFD_00092
group_244,,hypothetical protein,3,3,1.0,2,487,,,,327,327,327.0,CHONFCMC_00245,KGGMHOKE_00431,JPPLDLFD_00449
rimI_1,;rimI_1,hypothetical protein;[Ribosomal protein bS18]-alanine N-acetyltransferase,3,3,1.0,2,486,,,,372,570,504.0,CHONFCMC_00833,KGGMHOKE_00292,JPPLDLFD_00418
ywlC,ywlC,Threonylcarbamoyl-AMP synthase,3,3,1.0,2,485,,,,993,993,993.0,CHONFCMC_00778,KGGMHOKE_01040,JPPLDLFD_01337
group_243,,hypothetical protein,3,3,1.0,2,484,,,,111,111,111.0,CHONFCMC_00627,KGGMHOKE_00852,JPPLDLFD_00968
group_241,,hypothetical protein,3,3,1.0,2,482,,,,996,996,996.0,CHONFCMC_00121,KGGMHOKE_00037,JPPLDLFD_00722
lacR_2,lacR_2,HTH-type transcriptional regulator LacR,3,3,1.0,2,480,,,,1002,1002,1002.0,CHONFCMC_00855,KGGMHOKE_00270,JPPLDLFD_00440
pdxK,pdxK,Pyridoxine/pyridoxal/pyridoxamine kinase,3,3,1.0,2,479,,,,831,858,849.0,CHONFCMC_00246,KGGMHOKE_00432,JPPLDLFD_00450
group_240,,hypothetical protein,3,3,1.0,2,478,,,,135,135,135.0,CHONFCMC_00832,KGGMHOKE_00293,JPPLDLFD_00417
group_239,,hypothetical protein,3,3,1.0,2,477,,,,1002,1002,1002.0,CHONFCMC_00805,KGGMHOKE_01069,JPPLDLFD_01310
group_238,,hypothetical protein,3,3,1.0,2,476,,,,1002,1002,1002.0,CHONFCMC_00801,KGGMHOKE_01064,JPPLDLFD_01314
mreB,mreB,Cell shape-determining protein MreB,3,3,1.0,2,475,,,,1002,1002,1002.0,CHONFCMC_00745,KGGMHOKE_01008,JPPLDLFD_01369
group_237,,hypothetical protein,3,3,1.0,2,474,,,,1497,1737,1657.0,CHONFCMC_00601,KGGMHOKE_00764,JPPLDLFD_00983
plsX,plsX,Phosphate acyltransferase,3,3,1.0,2,473,,,,1002,1002,1002.0,CHONFCMC_00280,KGGMHOKE_00466,JPPLDLFD_00485
group_236,,hypothetical protein,3,3,1.0,2,472,,,,564,564,564.0,CHONFCMC_00628,KGGMHOKE_00853,JPPLDLFD_00967
thiN,thiN,Thiamine pyrophosphokinase,3,3,1.0,2,470,,,,669,669,669.0,CHONFCMC_00275,KGGMHOKE_00461,JPPLDLFD_00480
group_234,,hypothetical protein,3,3,1.0,2,469,,,,303,837,481.0,CHONFCMC_00097,KGGMHOKE_00010,JPPLDLFD_00083
ylbL,ylbL,putative protein YlbL,3,3,1.0,2,468,,,,1014,1014,1014.0,CHONFCMC_00706,KGGMHOKE_00967,JPPLDLFD_01408
oppD,oppD,Oligopeptide transport ATP-binding protein OppD,3,3,1.0,2,466,,,,1011,1011,1011.0,CHONFCMC_00282,KGGMHOKE_00468,JPPLDLFD_00487
oppA_3~~~oppA_5,oppA_3;oppA_5,Oligopeptide-binding protein OppA,3,3,1.0,2,465,,,,1605,1758,1707.0,CHONFCMC_00287,KGGMHOKE_00474,JPPLDLFD_00493
group_233,,putative HTH-type transcriptional regulator,3,3,1.0,2,464,,,,438,438,438.0,CHONFCMC_00608,KGGMHOKE_00832,JPPLDLFD_00981
group_232,,hypothetical protein,3,3,1.0,2,463,,,,282,282,282.0,CHONFCMC_00723,KGGMHOKE_00985,JPPLDLFD_01391
comGA,;comGA,hypothetical protein;Competence protein ComGA,3,4,1.3333333333333333,2,462,,,,141,978,722.25,CHONFCMC_00806,KGGMHOKE_01070;KGGMHOKE_01071,JPPLDLFD_01309
gap,gap,Glyceraldehyde-3-phosphate dehydrogenase,3,3,1.0,2,461,,,,1017,1017,1017.0,CHONFCMC_00840,KGGMHOKE_00285,JPPLDLFD_00425
ansA,ansA,L-asparaginase 1,3,3,1.0,2,460,,,,1017,1017,1017.0,CHONFCMC_00359,KGGMHOKE_00546,JPPLDLFD_00254
group_231,,hypothetical protein,3,3,1.0,2,459,,,,450,450,450.0,CHONFCMC_00490,KGGMHOKE_00668,JPPLDLFD_00181
amiE,amiE,N-acetylmuramyl-L-alanine amidase,3,3,1.0,2,458,,,,1020,1020,1020.0,CHONFCMC_00783,KGGMHOKE_01045,JPPLDLFD_01332
yidA_1,yidA_1,Sugar phosphatase YidA,3,3,1.0,2,457,,,,807,807,807.0,CHONFCMC_00037,KGGMHOKE_01558,JPPLDLFD_00136
fni,fni,Isopentenyl-diphosphate delta-isomerase,3,3,1.0,2,456,,,,1026,1026,1026.0,CHONFCMC_00496,KGGMHOKE_00676,JPPLDLFD_00172
tsf,tsf,Elongation factor Ts,3,3,1.0,2,455,,,,1026,1026,1026.0,CHONFCMC_00310,KGGMHOKE_00497,JPPLDLFD_00516
group_230,,hypothetical protein,3,3,1.0,2,454,,,,1029,1029,1029.0,CHONFCMC_00398,KGGMHOKE_00585,JPPLDLFD_00659
yfiC,yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,3,3,1.0,2,453,,,,1029,1029,1029.0,CHONFCMC_00308,KGGMHOKE_00495,JPPLDLFD_00514
cdaR,cdaR;,CdaA regulatory protein CdaR;hypothetical protein,3,4,1.3333333333333333,2,452,,,,252,969,726.0,CHONFCMC_00818,KGGMHOKE_01083,JPPLDLFD_00402;JPPLDLFD_00403
group_229,,hypothetical protein,3,3,1.0,2,451,,,,318,330,322.0,CHONFCMC_00349,KGGMHOKE_00536,JPPLDLFD_00244
murG_1~~~murG_2~~~murG,murG_1;murG_2;murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,3,4,1.3333333333333333,2,450,,,,522,1113,822.75,CHONFCMC_00734,KGGMHOKE_00997;KGGMHOKE_00996,JPPLDLFD_01380
cggR,cggR,Central glycolytic genes regulator,3,3,1.0,2,449,,,,1032,1032,1032.0,CHONFCMC_00841,KGGMHOKE_00284,JPPLDLFD_00426
group_228,,hypothetical protein,3,3,1.0,2,448,,,,813,813,813.0,CHONFCMC_00465,KGGMHOKE_00644,JPPLDLFD_01281
group_226,,Putative gluconeogenesis factor,3,3,1.0,2,445,,,,1038,1038,1038.0,CHONFCMC_00846,KGGMHOKE_00279,JPPLDLFD_00431
group_225,,hypothetical protein,3,4,1.3333333333333333,2,443,,,,417,834,626.25,CHONFCMC_00153;CHONFCMC_00152,KGGMHOKE_00401,JPPLDLFD_01024
oppA_2~~~oppA_3,oppA_2;oppA_3;,Oligopeptide-binding protein OppA;hypothetical protein,3,3,1.0,2,442,,,,303,1611,947.0,CHONFCMC_00286,KGGMHOKE_00472,JPPLDLFD_00491
potA_1,potA_1,Spermidine/putrescine import ATP-binding protein PotA,3,3,1.0,2,441,,,,1044,1044,1044.0,CHONFCMC_00065,KGGMHOKE_01596,JPPLDLFD_00109
recQ,recQ,ATP-dependent DNA helicase RecQ,3,3,1.0,2,438,,,,1593,1794,1727.0,CHONFCMC_00528,KGGMHOKE_00708,JPPLDLFD_00140
metN,metN,Methionine import ATP-binding protein MetN,3,3,1.0,2,436,,,,1050,1050,1050.0,CHONFCMC_00353,KGGMHOKE_00540,JPPLDLFD_00248
spuD,spuD,Putrescine-binding periplasmic protein SpuD,3,3,1.0,2,435,,,,1050,1050,1050.0,CHONFCMC_00064,KGGMHOKE_01595,JPPLDLFD_00110
group_222,,hypothetical protein,3,3,1.0,2,434,,,,447,549,515.0,CHONFCMC_00802,KGGMHOKE_01065,JPPLDLFD_01313
pyrAA_2,pyrAA_2,Carbamoyl phosphate synthase pyrimidine-specific small chain,3,3,1.0,2,433,,,,1056,1056,1056.0,CHONFCMC_00518,KGGMHOKE_00698,JPPLDLFD_00150
hrcA,hrcA,Heat-inducible transcription repressor HrcA,3,3,1.0,2,431,,,,1059,1059,1059.0,CHONFCMC_00328,KGGMHOKE_00515,JPPLDLFD_00556
group_219,,hypothetical protein,3,3,1.0,2,429,,,,615,699,671.0,CHONFCMC_00526,KGGMHOKE_00706,JPPLDLFD_00142
yoaB~~~yoaB_2,;yoaB;yoaB_2,Calcium-transporting ATPase;Calcium-transporting ATPase 1,3,4,1.3333333333333333,2,428,,,,1038,2628,1962.0,CHONFCMC_00751;CHONFCMC_00750,KGGMHOKE_01013,JPPLDLFD_01364
xerS,xerS,Tyrosine recombinase XerS,3,3,1.0,2,427,,,,1071,1071,1071.0,CHONFCMC_00525,KGGMHOKE_00705,JPPLDLFD_00143
group_218,,hypothetical protein,3,3,1.0,2,426,,,,306,795,632.0,CHONFCMC_00541,KGGMHOKE_00721,JPPLDLFD_01059
group_217,,hypothetical protein,3,3,1.0,2,425,,,,1248,1248,1248.0,CHONFCMC_00539,KGGMHOKE_00719,JPPLDLFD_01061
potD,potD,Spermidine/putrescine-binding periplasmic protein,3,3,1.0,2,424,,,,1074,1074,1074.0,CHONFCMC_00820,KGGMHOKE_01085,JPPLDLFD_00405
group_216,,Phosphomevalonate kinase,3,3,1.0,2,423,,,,1074,1074,1074.0,CHONFCMC_00497,KGGMHOKE_00677,JPPLDLFD_00171
group_215,,hypothetical protein,3,3,1.0,2,422,,,,1761,1797,1773.0,CHONFCMC_00243,KGGMHOKE_00429,JPPLDLFD_00447
uup_3~~~uup_7,uup_3;uup_7,ATP-binding protein Uup,3,3,1.0,2,421,,,,870,870,870.0,CHONFCMC_00538,KGGMHOKE_00718,JPPLDLFD_01062
ysdC,ysdC,Putative aminopeptidase YsdC,3,3,1.0,2,420,,,,1086,1086,1086.0,CHONFCMC_00074,KGGMHOKE_01605,JPPLDLFD_00100
prfA,prfA,Peptide chain release factor 1,3,3,1.0,2,419,,,,1089,1089,1089.0,CHONFCMC_00780,KGGMHOKE_01042,JPPLDLFD_01335
pyrAA_1,pyrAA_1,Carbamoyl phosphate synthase pyrimidine-specific small chain,3,3,1.0,2,418,,,,1089,1089,1089.0,CHONFCMC_00407,KGGMHOKE_00596,JPPLDLFD_00668
group_214,,hypothetical protein,3,3,1.0,2,417,,,,285,285,285.0,CHONFCMC_00761,KGGMHOKE_01023,JPPLDLFD_01354
group_213,,hypothetical protein,3,3,1.0,2,415,,,,1101,1101,1101.0,CHONFCMC_00523,KGGMHOKE_00703,JPPLDLFD_00145
yidA_3~~~yidA_2,yidA_3;yidA_2,Sugar phosphatase YidA,3,3,1.0,2,414,,,,816,816,816.0,CHONFCMC_00816,KGGMHOKE_01081,JPPLDLFD_00400
group_212,,hypothetical protein,3,3,1.0,2,413,,,,747,747,747.0,CHONFCMC_00598,KGGMHOKE_00761,JPPLDLFD_00986
group_211,,hypothetical protein,3,3,1.0,2,412,,,,1104,1104,1104.0,CHONFCMC_00752,KGGMHOKE_01014,JPPLDLFD_01363
rpsO,rpsO,Small ribosomal subunit protein uS15,3,3,1.0,2,407,,,,270,270,270.0,CHONFCMC_00701,KGGMHOKE_00962,JPPLDLFD_01413
group_210,,Putative phosphatase,3,3,1.0,2,406,,,,822,822,822.0,CHONFCMC_00399,KGGMHOKE_00586,JPPLDLFD_00660
ypdF,ypdF,Aminopeptidase YpdF,3,3,1.0,2,405,,,,1110,1110,1110.0,CHONFCMC_00255,KGGMHOKE_00441,JPPLDLFD_00460
group_209,,hypothetical protein,3,3,1.0,2,404,,,,177,282,247.0,CHONFCMC_00346,KGGMHOKE_00533,JPPLDLFD_00574
group_207,,hypothetical protein,3,3,1.0,2,401,,,,1116,1116,1116.0,CHONFCMC_00540,KGGMHOKE_00720,JPPLDLFD_01060
sigA,sigA,RNA polymerase sigma factor SigA,3,3,1.0,2,398,,,,1122,1122,1122.0,CHONFCMC_00384,KGGMHOKE_00571,JPPLDLFD_00279
ypsC,ypsC,Putative RNA methyltransferase YpsC,3,3,1.0,2,395,,,,1125,1125,1125.0,CHONFCMC_00511,KGGMHOKE_00691,JPPLDLFD_00157
mnmA,mnmA,tRNA-specific 2-thiouridylase MnmA,3,3,1.0,2,394,,,,1128,1128,1128.0,CHONFCMC_00719,KGGMHOKE_00981,JPPLDLFD_01395
group_203,,hypothetical protein,3,3,1.0,2,393,,,,1131,1131,1131.0,CHONFCMC_00231,KGGMHOKE_00417,JPPLDLFD_01049
group_202,,Putative bifunctional phosphatase/peptidyl-prolyl cis-trans isomerase,3,3,1.0,2,392,,,,771,771,771.0,CHONFCMC_00163,KGGMHOKE_00411,JPPLDLFD_01055
group_201,,hypothetical protein,3,3,1.0,2,391,,,,909,909,909.0,CHONFCMC_00161,KGGMHOKE_00409,JPPLDLFD_01015
group_199,,hypothetical protein,3,3,1.0,2,389,,,,849,849,849.0,CHONFCMC_00116,KGGMHOKE_00032,JPPLDLFD_00728
ftsY,ftsY,Signal recognition particle receptor FtsY,3,3,1.0,2,388,,,,1332,1332,1332.0,CHONFCMC_00290,KGGMHOKE_00477,JPPLDLFD_00496
mnaA,mnaA,UDP-N-acetylglucosamine 2-epimerase,3,3,1.0,2,386,,,,1143,1143,1143.0,CHONFCMC_00146,KGGMHOKE_00074,JPPLDLFD_01030
iscS_2,iscS_2,Cysteine desulfurase IscS,3,3,1.0,2,385,,,,1155,1155,1155.0,CHONFCMC_00755,KGGMHOKE_01017,JPPLDLFD_01360
iscS_1,iscS_1,Cysteine desulfurase IscS,3,3,1.0,2,384,,,,1155,1155,1155.0,CHONFCMC_00721,KGGMHOKE_00983,JPPLDLFD_01393
dnaJ,dnaJ,Chaperone protein DnaJ,3,3,1.0,2,358,,,,1167,1167,1167.0,CHONFCMC_00331,KGGMHOKE_00518,JPPLDLFD_00559
galK_2,galK_2,Galactokinase,3,3,1.0,2,357,,,,1170,1170,1170.0,CHONFCMC_00854,KGGMHOKE_00271,JPPLDLFD_00439
cfa,cfa,Cyclopropane-fatty-acyl-phospholipid synthase,3,3,1.0,2,352,,,,1182,1182,1182.0,CHONFCMC_00306,KGGMHOKE_00493,JPPLDLFD_00512
group_172,,hypothetical protein,3,3,1.0,2,351,,,,114,114,114.0,CHONFCMC_00249,KGGMHOKE_00435,JPPLDLFD_00453
ftsW,ftsW,putative peptidoglycan glycosyltransferase FtsW,3,3,1.0,2,349,,,,1185,1185,1185.0,CHONFCMC_00710,KGGMHOKE_00971,JPPLDLFD_01404
group_170,,hypothetical protein,3,3,1.0,2,348,,,,1185,1185,1185.0,CHONFCMC_00242,KGGMHOKE_00428,JPPLDLFD_00446
group_168,,hypothetical protein,3,3,1.0,2,346,,,,129,129,129.0,CHONFCMC_00742,KGGMHOKE_01005,JPPLDLFD_01372
tuf,tuf,Elongation factor Tu,3,3,1.0,2,345,,,,1191,1191,1191.0,CHONFCMC_00698,KGGMHOKE_00959,JPPLDLFD_01416
rodA,rodA,Peptidoglycan glycosyltransferase RodA,3,3,1.0,2,344,,,,1197,1197,1197.0,CHONFCMC_00763,KGGMHOKE_01025,JPPLDLFD_01352
cca,cca,CCA-adding enzyme,3,3,1.0,2,341,,,,1197,1197,1197.0,CHONFCMC_00643,KGGMHOKE_00868,JPPLDLFD_00951
ackA_1,ackA_1,Acetate kinase,3,3,1.0,2,340,,,,1200,1200,1200.0,CHONFCMC_00800,KGGMHOKE_01063,JPPLDLFD_01315
rps1,rps1,Small ribosomal subunit protein bS1,3,3,1.0,2,339,,,,1200,1200,1200.0,CHONFCMC_00659,KGGMHOKE_00885,JPPLDLFD_00934
undec1A,undec1A,Cysteine/Cysteine sulfinic acid decarboxylase,3,3,1.0,2,337,,,,1209,1209,1209.0,CHONFCMC_00809,KGGMHOKE_01074,JPPLDLFD_01306
pgk,pgk,Phosphoglycerate kinase,3,3,1.0,2,336,,,,1212,1212,1212.0,CHONFCMC_00839,KGGMHOKE_00286,JPPLDLFD_00424
sbnD_1,sbnD_1,Staphyloferrin B transporter,3,3,1.0,2,335,,,,1212,1212,1212.0,CHONFCMC_00070,KGGMHOKE_01601,JPPLDLFD_00104
group_164,,hypothetical protein,3,3,1.0,2,334,,,,153,153,153.0,CHONFCMC_00104,KGGMHOKE_00017,JPPLDLFD_00076
thiI,thiI,putative tRNA sulfurtransferase,3,3,1.0,2,333,,,,1218,1218,1218.0,CHONFCMC_00754,KGGMHOKE_01016,JPPLDLFD_01361
nusA,nusA,Transcription termination/antitermination protein NusA,3,3,1.0,2,330,,,,1224,1224,1224.0,CHONFCMC_00319,KGGMHOKE_00506,JPPLDLFD_00525
cpdA,cpdA,3'5'-cyclic adenosine monophosphate phosphodiesterase CpdA,3,3,1.0,2,323,,,,1233,1233,1233.0,CHONFCMC_00512,KGGMHOKE_00692,JPPLDLFD_00156
rpsU,rpsU,Small ribosomal subunit protein bS21,3,3,1.0,2,322,,,,177,177,177.0,CHONFCMC_00375,KGGMHOKE_00562,JPPLDLFD_00270
niaP,niaP,Niacin transporter NiaP,3,3,1.0,2,321,,,,1233,1233,1233.0,CHONFCMC_00087,KGGMHOKE_01620,JPPLDLFD_00093
group_154,,putative tautomerase.1,3,3,1.0,2,319,,,,180,180,180.0,CHONFCMC_00248,KGGMHOKE_00434,JPPLDLFD_00452
yfmL,yfmL,putative ATP-dependent RNA helicase YfmL,3,3,1.0,2,318,,,,1236,1236,1236.0,CHONFCMC_00143,KGGMHOKE_00071,JPPLDLFD_01143
pepT_1,pepT_1,Peptidase T,3,3,1.0,2,317,,,,1248,1248,1248.0,CHONFCMC_00387,KGGMHOKE_00574,JPPLDLFD_00286
rasP,rasP,Regulator of sigma-W protease RasP,3,3,1.0,2,315,,,,1257,1257,1257.0,CHONFCMC_00315,KGGMHOKE_00502,JPPLDLFD_00521
group_152,,hypothetical protein,3,3,1.0,2,314,,,,186,186,186.0,CHONFCMC_00766,KGGMHOKE_01028,JPPLDLFD_01349
fpgS,fpgS,Folylpolyglutamate synthase,3,3,1.0,2,313,,,,1260,1260,1260.0,CHONFCMC_00748,KGGMHOKE_01011,JPPLDLFD_01366
ypiA,ypiA,TPR repeat-containing protein YpiA,3,3,1.0,2,312,,,,1260,1260,1260.0,CHONFCMC_00656,KGGMHOKE_00882,JPPLDLFD_00937
group_151,,hypothetical protein,3,3,1.0,2,311,,,,186,186,186.0,CHONFCMC_00757,KGGMHOKE_01019,JPPLDLFD_01358
clpX,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,3,3,1.0,2,310,,,,1266,1266,1266.0,CHONFCMC_00696,KGGMHOKE_00957,JPPLDLFD_01418
group_150,,hypothetical protein,3,3,1.0,2,309,,,,186,186,186.0,CHONFCMC_00392,KGGMHOKE_00579,JPPLDLFD_00653
rpmB,rpmB,Large ribosomal subunit protein bL28,3,3,1.0,2,308,,,,186,186,186.0,CHONFCMC_00276,KGGMHOKE_00462,JPPLDLFD_00481
group_149,,hypothetical protein,3,3,1.0,2,307,,,,189,189,189.0,0_refound_2,KGGMHOKE_01066,2_refound_10
group_148,,hypothetical protein,3,3,1.0,2,306,,,,1269,1269,1269.0,CHONFCMC_00691,KGGMHOKE_00952,JPPLDLFD_01423
rpmF,rpmF,Large ribosomal subunit protein bL32,3,3,1.0,2,304,,,,192,192,192.0,CHONFCMC_00674,KGGMHOKE_00900,JPPLDLFD_00919
sasA_1,sasA_1,Adaptive-response sensory-kinase SasA,3,3,1.0,2,303,,,,1275,1275,1275.0,CHONFCMC_00159,KGGMHOKE_00407,JPPLDLFD_01017
obg,obg,GTPase Obg,3,3,1.0,2,302,,,,1287,1287,1287.0,CHONFCMC_00679,KGGMHOKE_00905,JPPLDLFD_00914
pyrC,pyrC,Dihydroorotase,3,3,1.0,2,300,,,,1278,1278,1278.0,CHONFCMC_00406,KGGMHOKE_00595,JPPLDLFD_00667
rarA_1,rarA_1,Replication-associated recombination protein A,3,3,1.0,2,299,,,,1281,1281,1281.0,CHONFCMC_00545,KGGMHOKE_00725,JPPLDLFD_00835
hisS,hisS,Histidine--tRNA ligase,3,3,1.0,2,295,,,,1287,1287,1287.0,CHONFCMC_00367,KGGMHOKE_00554,JPPLDLFD_00262
eno2_1,eno2_1,Enolase 2,3,3,1.0,2,293,,,,1287,1287,1287.0,CHONFCMC_00345,KGGMHOKE_00532,JPPLDLFD_00573
psd_2,psd_2,Phosphatidylserine decarboxylase proenzyme,3,3,1.0,2,292,,,,1287,1287,1287.0,CHONFCMC_00077,KGGMHOKE_01610,JPPLDLFD_00097
psd_1,psd_1,Phosphatidylserine decarboxylase proenzyme,3,3,1.0,2,291,,,,1287,1287,1287.0,CHONFCMC_00075,KGGMHOKE_01606,JPPLDLFD_00099
group_140,,hypothetical protein,3,3,1.0,2,287,,,,201,201,201.0,CHONFCMC_00672,KGGMHOKE_00898,JPPLDLFD_00921
eno2_2,eno2_2,Enolase 2,3,3,1.0,2,285,,,,1299,1299,1299.0,CHONFCMC_00837,KGGMHOKE_00288,JPPLDLFD_00422
group_138,,hypothetical protein,3,3,1.0,2,284,,,,207,207,207.0,CHONFCMC_00798,KGGMHOKE_01061,JPPLDLFD_01317
rarA_2,rarA_2,Replication-associated recombination protein A,3,3,1.0,2,283,,,,1299,1299,1299.0,CHONFCMC_00760,KGGMHOKE_01022,JPPLDLFD_01355
asnS,asnS,Asparagine--tRNA ligase,3,3,1.0,2,282,,,,1299,1299,1299.0,CHONFCMC_00504,KGGMHOKE_00684,JPPLDLFD_00164
der,der,GTPase Der,3,3,1.0,2,281,,,,1308,1308,1308.0,CHONFCMC_00658,KGGMHOKE_00884,JPPLDLFD_00935
cspA,cspA,Cold shock-like protein CspA,3,3,1.0,2,280,,,,210,210,210.0,CHONFCMC_00725,KGGMHOKE_00987,JPPLDLFD_01389
group_137,,Oleate hydratase,3,3,1.0,2,279,,,,1308,1308,1308.0,CHONFCMC_00034,KGGMHOKE_01555,JPPLDLFD_01292
group_135,,hypothetical protein,3,3,1.0,2,277,,,,210,210,210.0,CHONFCMC_00071,KGGMHOKE_01602,JPPLDLFD_00103
steT,steT,Serine/threonine exchanger SteT,3,3,1.0,2,276,,,,1311,1311,1311.0,CHONFCMC_00141,KGGMHOKE_00069,JPPLDLFD_01141
atpH_2,atpH_2,ATP synthase subunit c,3,3,1.0,2,275,,,,213,213,213.0,CHONFCMC_00775,KGGMHOKE_01037,JPPLDLFD_01340
trmFO,trmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO,3,3,1.0,2,273,,,,1317,1317,1317.0,CHONFCMC_00634,KGGMHOKE_00859,JPPLDLFD_00961
rsmB,rsmB,Ribosomal RNA small subunit methyltransferase B,3,3,1.0,2,272,,,,1317,1317,1317.0,CHONFCMC_00270,KGGMHOKE_00456,JPPLDLFD_00475
rpoZ,rpoZ,DNA-directed RNA polymerase subunit omega,3,3,1.0,2,271,,,,219,219,219.0,CHONFCMC_00267,KGGMHOKE_00453,JPPLDLFD_00472
pepE_1,pepE_1,Aminopeptidase E,3,3,1.0,2,270,,,,1317,1317,1317.0,CHONFCMC_00238,KGGMHOKE_00424,JPPLDLFD_00442
group_131,,hypothetical protein,3,3,1.0,2,266,,,,222,222,222.0,CHONFCMC_00303,KGGMHOKE_00490,JPPLDLFD_00509
group_129,,hypothetical protein,3,3,1.0,2,264,,,,228,228,228.0,CHONFCMC_00764,KGGMHOKE_01026,JPPLDLFD_01351
celB,celB,PTS system cellobiose-specific EIIC component,3,3,1.0,2,263,,,,1332,1332,1332.0,CHONFCMC_00144,KGGMHOKE_00072,JPPLDLFD_01144
pyrP,pyrP,Uracil permease,3,3,1.0,2,261,,,,1332,1332,1332.0,CHONFCMC_00040,KGGMHOKE_01561,JPPLDLFD_00134
rpoY,rpoY,DNA-directed RNA polymerase subunit epsilon,3,3,1.0,2,260,,,,228,228,228.0,CHONFCMC_00713,KGGMHOKE_00974,JPPLDLFD_01401
group_128,,hypothetical protein,3,3,1.0,2,259,,,,228,228,228.0,CHONFCMC_00640,KGGMHOKE_00865,JPPLDLFD_00955
pgi,pgi,Glucose-6-phosphate isomerase,3,3,1.0,2,256,,,,1344,1344,1344.0,CHONFCMC_00788,KGGMHOKE_01050,JPPLDLFD_01327
group_126,,hypothetical protein,3,3,1.0,2,255,,,,1344,1344,1344.0,CHONFCMC_00340,KGGMHOKE_00527,JPPLDLFD_00568
secG,secG,putative protein-export membrane protein SecG,3,3,1.0,2,254,,,,234,234,234.0,CHONFCMC_00836,KGGMHOKE_00289,JPPLDLFD_00421
group_124,,hypothetical protein,3,3,1.0,2,252,,,,234,234,234.0,CHONFCMC_00768,KGGMHOKE_01030,JPPLDLFD_01347
tig,tig,Trigger factor,3,3,1.0,2,251,,,,1350,1350,1350.0,CHONFCMC_00697,KGGMHOKE_00958,JPPLDLFD_01417
murT,murT,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT,3,3,1.0,2,248,,,,1353,1353,1353.0,CHONFCMC_00782,KGGMHOKE_01044,JPPLDLFD_01333
group_121,,putative transporter,3,3,1.0,2,247,,,,1353,1353,1353.0,CHONFCMC_00684,KGGMHOKE_00910,JPPLDLFD_00909
glmM,glmM,Phosphoglucosamine mutase,3,3,1.0,2,246,,,,1356,1356,1356.0,CHONFCMC_00817,KGGMHOKE_01082,JPPLDLFD_00401
yclM,yclM,Aspartokinase 3,3,3,1.0,2,245,,,,1356,1356,1356.0,CHONFCMC_00424,KGGMHOKE_00613,JPPLDLFD_01103
npr,npr,NADH peroxidase,3,3,1.0,2,243,,,,1365,1365,1365.0,CHONFCMC_00568,KGGMHOKE_00732,JPPLDLFD_00859
acpP,acpP,Acyl carrier protein,3,3,1.0,2,242,,,,243,243,243.0,CHONFCMC_00281,KGGMHOKE_00467,JPPLDLFD_00486
xseB,xseB,Exodeoxyribonuclease 7 small subunit,3,3,1.0,2,240,,,,246,246,246.0,CHONFCMC_00261,KGGMHOKE_00447,JPPLDLFD_00466
group_118,,hypothetical protein,3,3,1.0,2,239,,,,1368,1368,1368.0,CHONFCMC_00103,KGGMHOKE_00016,JPPLDLFD_00077
ftsA,ftsA,Cell division protein FtsA,3,3,1.0,2,237,,,,1371,1371,1371.0,CHONFCMC_00732,KGGMHOKE_00994,JPPLDLFD_01382
group_116,,hypothetical protein,3,3,1.0,2,236,,,,249,249,249.0,CHONFCMC_00302,KGGMHOKE_00489,JPPLDLFD_00508
xseA,xseA,Exodeoxyribonuclease 7 large subunit,3,3,1.0,2,235,,,,1371,1371,1371.0,CHONFCMC_00260,KGGMHOKE_00446,JPPLDLFD_00465
group_115,,hypothetical protein,3,3,1.0,2,234,,,,249,249,249.0,CHONFCMC_00048,KGGMHOKE_01569,JPPLDLFD_00126
ftsZ,ftsZ,Cell division protein FtsZ,3,3,1.0,2,233,,,,1374,1374,1374.0,CHONFCMC_00731,KGGMHOKE_00993,JPPLDLFD_01383
group_114,,NADH:fumarate oxidoreductase,3,3,1.0,2,232,,,,1374,1374,1374.0,CHONFCMC_00356,KGGMHOKE_00543,JPPLDLFD_00251
brnQ_2,brnQ_2,Branched-chain amino acid permease BrnQ,3,3,1.0,2,229,,,,1380,1380,1380.0,CHONFCMC_00597,KGGMHOKE_00760,JPPLDLFD_00987
