group_246,,hypothetical protein,HJHFJAOG_00188,MLMIAKCI_02118,AOHABJFI_02304,LCPJMJGF_02023
htpX,htpX,Protease HtpX,HJHFJAOG_01256,MLMIAKCI_02113,AOHABJFI_02212,LCPJMJGF_02018
pspB_1,pspB_1,Putative phosphoserine phosphatase 2,HJHFJAOG_00352,MLMIAKCI_00420,AOHABJFI_00243,LCPJMJGF_00263
group_244,,hypothetical protein,HJHFJAOG_01253,MLMIAKCI_02110,AOHABJFI_02209,LCPJMJGF_02015
group_243,,hypothetical protein,HJHFJAOG_01264,MLMIAKCI_00422,AOHABJFI_00245,LCPJMJGF_00261
group_242,,hypothetical protein,HJHFJAOG_00187,MLMIAKCI_02119,AOHABJFI_02305,LCPJMJGF_02024
ybiR,ybiR,Inner membrane protein YbiR,HJHFJAOG_01254,MLMIAKCI_02111,AOHABJFI_02210,LCPJMJGF_02016
group_240,,hypothetical protein,HJHFJAOG_01251,MLMIAKCI_02108,AOHABJFI_02207,LCPJMJGF_02013
pip,pip,Proline iminopeptidase,HJHFJAOG_01260,MLMIAKCI_02117,AOHABJFI_02303,LCPJMJGF_02022
ykoD_1,ykoD_1,Putative HMP/thiamine import ATP-binding protein YkoD,HJHFJAOG_01258,MLMIAKCI_02115,AOHABJFI_02301,LCPJMJGF_02020
hpt_2~~~hpt_1,hpt_2;hpt_1,Hypoxanthine-guanine phosphoribosyltransferase,HJHFJAOG_01461,MLMIAKCI_02321,AOHABJFI_02176,LCPJMJGF_00817
group_239,,hypothetical protein,HJHFJAOG_01459,MLMIAKCI_02319,AOHABJFI_02174,LCPJMJGF_00819
group_238,,hypothetical protein,HJHFJAOG_01460,MLMIAKCI_02320,AOHABJFI_02175,LCPJMJGF_00818
group_236,,hypothetical protein,HJHFJAOG_00184,MLMIAKCI_00405,AOHABJFI_02177,LCPJMJGF_00816
group_234,,hypothetical protein,HJHFJAOG_00185,MLMIAKCI_00406,AOHABJFI_02178,LCPJMJGF_00815
group_232,,hypothetical protein,HJHFJAOG_01285,MLMIAKCI_01659,AOHABJFI_01438,LCPJMJGF_02049
lacA,lacA,Galactoside O-acetyltransferase,HJHFJAOG_01348,MLMIAKCI_00546,AOHABJFI_01513,LCPJMJGF_00346
group_228,,hypothetical protein,HJHFJAOG_01281,MLMIAKCI_00533,AOHABJFI_01442,LCPJMJGF_00358
clpY,clpY,ATP-dependent protease ATPase subunit ClpY,HJHFJAOG_01075,MLMIAKCI_01022,AOHABJFI_01548,LCPJMJGF_00325
xerC_3,xerC_3,Tyrosine recombinase XerC,HJHFJAOG_00968,MLMIAKCI_00562,AOHABJFI_01501,LCPJMJGF_00330
pepV,pepV,Beta-Ala-Xaa dipeptidase,HJHFJAOG_00963,MLMIAKCI_00557,AOHABJFI_01506,LCPJMJGF_00335
group_223,,hypothetical protein,HJHFJAOG_01984,MLMIAKCI_00548,AOHABJFI_02292,LCPJMJGF_00344
group_221,,hypothetical protein,HJHFJAOG_01288,MLMIAKCI_01662,AOHABJFI_01435,LCPJMJGF_02046
group_220,,hypothetical protein,HJHFJAOG_01286,MLMIAKCI_01660,AOHABJFI_01437,LCPJMJGF_02048
yvbK,yvbK,putative N-acetyltransferase YvbK,HJHFJAOG_01349,MLMIAKCI_00547,AOHABJFI_01512,LCPJMJGF_00345
group_214,,hypothetical protein,HJHFJAOG_00347,MLMIAKCI_00551,AOHABJFI_02289,LCPJMJGF_00341
pdxK,pdxK,Pyridoxine/pyridoxal/pyridoxamine kinase,HJHFJAOG_01346,MLMIAKCI_00544,AOHABJFI_01515,LCPJMJGF_00348
group_212,,hypothetical protein,HJHFJAOG_01079;HJHFJAOG_01078,MLMIAKCI_02029;MLMIAKCI_02030,AOHABJFI_01500,LCPJMJGF_00329
group_211,,hypothetical protein,HJHFJAOG_01343,MLMIAKCI_00541,AOHABJFI_01518,LCPJMJGF_00351
ycaM_1,ycaM_1,Inner membrane transporter YcaM,HJHFJAOG_00961,MLMIAKCI_00555,AOHABJFI_01508,LCPJMJGF_00337
rbgA,rbgA,Ribosome biogenesis GTPase A,HJHFJAOG_01068,MLMIAKCI_01015,AOHABJFI_01555,LCPJMJGF_00318
group_208,,hypothetical protein,HJHFJAOG_01070,MLMIAKCI_01017,AOHABJFI_01553,LCPJMJGF_00320
group_206,,hypothetical protein,HJHFJAOG_01065,MLMIAKCI_01012,AOHABJFI_01558,LCPJMJGF_00315
group_203,,hypothetical protein,HJHFJAOG_01062,MLMIAKCI_01009,AOHABJFI_01561,LCPJMJGF_00312
sacP,sacP;,PTS system sucrose-specific EIIBC component;hypothetical protein,HJHFJAOG_01339,MLMIAKCI_00537;MLMIAKCI_00536,AOHABJFI_01522,LCPJMJGF_00355
group_197,,hypothetical protein,0_refound_4_pseudo,1_refound_17_pseudo,2_refound_31_pseudo,LCPJMJGF_00316
group_195,,DegV domain-containing protein,HJHFJAOG_01063,MLMIAKCI_01010,AOHABJFI_01560,LCPJMJGF_00313
group_194,,hypothetical protein,HJHFJAOG_01059,MLMIAKCI_01006,AOHABJFI_01619,LCPJMJGF_00309
treA,treA,Trehalose-6-phosphate hydrolase,HJHFJAOG_01337,MLMIAKCI_00534,AOHABJFI_01524,LCPJMJGF_00357
group_193,,hypothetical protein,HJHFJAOG_00965,MLMIAKCI_00559,AOHABJFI_01504,LCPJMJGF_00333
yokD,yokD,SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD,HJHFJAOG_00183,MLMIAKCI_00221,AOHABJFI_01622,LCPJMJGF_00306
group_192,,hypothetical protein,HJHFJAOG_00236,MLMIAKCI_00224,AOHABJFI_01625,LCPJMJGF_00303
group_191,,hypothetical protein,HJHFJAOG_00962,MLMIAKCI_00556,AOHABJFI_01507,LCPJMJGF_00336
fluC1,fluC1,Fluoride-specific ion channel FluC 1,HJHFJAOG_00967,MLMIAKCI_00561,AOHABJFI_01502,LCPJMJGF_00331
group_190,,hypothetical protein,HJHFJAOG_01060,MLMIAKCI_01007,AOHABJFI_01563,LCPJMJGF_00310
hsdM,hsdM,Type I restriction enzyme EcoKI methylase subunit,HJHFJAOG_01290,MLMIAKCI_01663,AOHABJFI_01433,LCPJMJGF_02045
recQ,recQ,ATP-dependent DNA helicase RecQ,HJHFJAOG_00958,MLMIAKCI_00552,AOHABJFI_01511,LCPJMJGF_00340
group_188,,hypothetical protein;putative transporter,HJHFJAOG_01058,MLMIAKCI_00220;MLMIAKCI_01005,AOHABJFI_01621;AOHABJFI_01620,LCPJMJGF_00307;LCPJMJGF_00308
group_185,,hypothetical protein,HJHFJAOG_01283,MLMIAKCI_01657,AOHABJFI_01440,LCPJMJGF_02051
lacX,lacX,Protein LacX plasmid,HJHFJAOG_01076,MLMIAKCI_01023,AOHABJFI_01497,LCPJMJGF_00326
group_184,,hypothetical protein,HJHFJAOG_01064,MLMIAKCI_01011,AOHABJFI_01559,LCPJMJGF_00314
hslV,hslV,ATP-dependent protease subunit HslV,HJHFJAOG_01074,MLMIAKCI_01021,AOHABJFI_01549,LCPJMJGF_00324
dap,dap,D-aminopeptidase,HJHFJAOG_01347,MLMIAKCI_00545,AOHABJFI_01514,LCPJMJGF_00347
cca,cca,CCA-adding enzyme,HJHFJAOG_01061,MLMIAKCI_01008,AOHABJFI_01562,LCPJMJGF_00311
group_182,,hypothetical protein,HJHFJAOG_01344,MLMIAKCI_00542,AOHABJFI_01517,LCPJMJGF_00350
rarA_1~~~rarA_2,rarA_1;rarA_2,Replication-associated recombination protein A,HJHFJAOG_01341,MLMIAKCI_00539,AOHABJFI_01520,LCPJMJGF_00353
xerC_4,xerC_4,Tyrosine recombinase XerC,HJHFJAOG_01073,MLMIAKCI_01020,AOHABJFI_01550,LCPJMJGF_00323
cpdA_1,cpdA_1,3'5'-cyclic adenosine monophosphate phosphodiesterase CpdA,HJHFJAOG_01284,MLMIAKCI_01658,AOHABJFI_01439,LCPJMJGF_02050
treR,treR,HTH-type transcriptional regulator TreR,HJHFJAOG_01338,MLMIAKCI_00535,AOHABJFI_01523,LCPJMJGF_00356
fluC2,fluC2,Fluoride-specific ion channel FluC 2,HJHFJAOG_00966,MLMIAKCI_00560,AOHABJFI_01503,LCPJMJGF_00332
odcI,odcI,Inducible ornithine decarboxylase,HJHFJAOG_00960,MLMIAKCI_00554,AOHABJFI_01509,LCPJMJGF_00338
topA,topA,DNA topoisomerase 1,HJHFJAOG_01071,MLMIAKCI_01018,AOHABJFI_01552,LCPJMJGF_00321
group_171,,hypothetical protein,HJHFJAOG_01066;HJHFJAOG_01067,MLMIAKCI_01013;MLMIAKCI_01014,AOHABJFI_01556;AOHABJFI_01557,LCPJMJGF_00317
group_168,,hypothetical protein,HJHFJAOG_00959,MLMIAKCI_00553,AOHABJFI_01510,LCPJMJGF_00339
rnhB,rnhB,Ribonuclease HII,HJHFJAOG_01069,MLMIAKCI_01016,AOHABJFI_01554,LCPJMJGF_00319
group_165,,hypothetical protein,HJHFJAOG_01282,MLMIAKCI_01656,AOHABJFI_01441,LCPJMJGF_00359
pepT_1,pepT_1,Peptidase T,HJHFJAOG_01342,MLMIAKCI_00540,AOHABJFI_01519,LCPJMJGF_00352
group_157,,hypothetical protein,HJHFJAOG_01345,MLMIAKCI_00543,AOHABJFI_01516,LCPJMJGF_00349
spx_1,spx_1,Global transcriptional regulator Spx,HJHFJAOG_01340,MLMIAKCI_00538,AOHABJFI_01521,LCPJMJGF_00354
uvrA_2,uvrA_2,UvrABC system protein A,HJHFJAOG_01986,MLMIAKCI_00550,AOHABJFI_02290,LCPJMJGF_00342
group_154,,hypothetical protein,HJHFJAOG_00182,MLMIAKCI_00222,AOHABJFI_01623,LCPJMJGF_00305
trmFO,trmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO,HJHFJAOG_01072,MLMIAKCI_01019,AOHABJFI_01551,LCPJMJGF_00322
rocE,rocE,Amino-acid permease RocE,HJHFJAOG_00964,MLMIAKCI_00558,AOHABJFI_01505,LCPJMJGF_00334
hsdR,hsdR,Type I restriction enzyme EcoKI endonuclease subunit,HJHFJAOG_01287,MLMIAKCI_01661,AOHABJFI_01436,LCPJMJGF_02047
mmuM,mmuM,Homocysteine S-methyltransferase,HJHFJAOG_01985,MLMIAKCI_00549,AOHABJFI_02291,LCPJMJGF_00343
ytbE,;ytbE,Aldo-keto reductase/MSMEI_2347;putative oxidoreductase YtbE,HJHFJAOG_01077,MLMIAKCI_01024,AOHABJFI_01498;AOHABJFI_01499,LCPJMJGF_00328;LCPJMJGF_00327
group_142,,Aldo-keto reductase/MSMEI_2347,HJHFJAOG_00179,MLMIAKCI_00413,AOHABJFI_00177,LCPJMJGF_00246
group_141,,hypothetical protein,HJHFJAOG_00178,MLMIAKCI_00414,AOHABJFI_00176,LCPJMJGF_00245
group_140,,hypothetical protein,HJHFJAOG_00180,MLMIAKCI_00412,AOHABJFI_00178,LCPJMJGF_00247
yjeM_3,yjeM_3,Inner membrane transporter YjeM,HJHFJAOG_01712,MLMIAKCI_01148,AOHABJFI_01683,LCPJMJGF_01253
ackA_4~~~ackA_3~~~ackA_1,ackA_4;ackA_3;ackA_1,Acetate kinase,HJHFJAOG_01711;HJHFJAOG_01710,MLMIAKCI_01149,AOHABJFI_01684,LCPJMJGF_01251;LCPJMJGF_01252
lacM,lacM,Beta-galactosidase small subunit,HJHFJAOG_01235,MLMIAKCI_01551,AOHABJFI_01447,LCPJMJGF_01537
ywaC,ywaC,GTP pyrophosphokinase YwaC,HJHFJAOG_01723,MLMIAKCI_01138,AOHABJFI_01672,LCPJMJGF_01263
group_133,,hypothetical protein,HJHFJAOG_01715;HJHFJAOG_01714,MLMIAKCI_01146,AOHABJFI_01680,LCPJMJGF_01254
lacZ,lacZ,Beta-galactosidase LacZ,HJHFJAOG_01241,MLMIAKCI_01547,AOHABJFI_01451,LCPJMJGF_01275
group_131,,hypothetical protein,HJHFJAOG_01718,MLMIAKCI_01143,AOHABJFI_01677,LCPJMJGF_01259
cytR~~~ccpA_1,cytR;ccpA_1,HTH-type transcriptional repressor CytR;Catabolite control protein A,HJHFJAOG_00198,MLMIAKCI_01131,AOHABJFI_00228,LCPJMJGF_01270
group_130,,hypothetical protein,HJHFJAOG_00167,MLMIAKCI_00129,AOHABJFI_01856,LCPJMJGF_01246
dapE_1~~~dapE_2~~~dapE,dapE_1;dapE_2;dapE,putative succinyl-diaminopimelate desuccinylase,HJHFJAOG_00170;HJHFJAOG_00171,MLMIAKCI_00133;MLMIAKCI_00132,AOHABJFI_01686,LCPJMJGF_01249
lacR_1~~~lacR,lacR_1;lacR,HTH-type transcriptional regulator LacR,HJHFJAOG_01238,MLMIAKCI_01549,AOHABJFI_01449,LCPJMJGF_01535
group_129,,hypothetical protein,HJHFJAOG_00199,MLMIAKCI_01130,AOHABJFI_00227,LCPJMJGF_01271
czcR~~~trcR_2~~~trcR_1,czcR;trcR_2;trcR_1,Transcriptional activator protein CzcR;Transcriptional regulatory protein TrcR,HJHFJAOG_01722,MLMIAKCI_01139;MLMIAKCI_01140,AOHABJFI_01674;AOHABJFI_01673,LCPJMJGF_01262
lacR_2~~~melR,lacR_2;melR,HTH-type transcriptional regulator LacR;HTH-type transcriptional repressor MelR,HJHFJAOG_01231,MLMIAKCI_01555,AOHABJFI_01443,LCPJMJGF_01541
group_125,,hypothetical protein,HJHFJAOG_01232,MLMIAKCI_01554,AOHABJFI_01444,LCPJMJGF_01540
lacL~~~lacL_1~~~lacL_2,lacL;lacL_1;lacL_2,Beta-galactosidase large subunit,HJHFJAOG_01237;HJHFJAOG_01236,MLMIAKCI_01550,AOHABJFI_01448,LCPJMJGF_01536
lacS~~~lacS_1~~~lacS_2,lacS;lacS_1;lacS_2,Lactose permease,HJHFJAOG_01239;HJHFJAOG_01240,MLMIAKCI_01548,AOHABJFI_01450,LCPJMJGF_01276
group_123,,hypothetical protein,HJHFJAOG_01717,MLMIAKCI_01144,AOHABJFI_01678,LCPJMJGF_01258
sasA_3~~~baeS~~~sasA_4,;sasA_3;baeS;sasA_4,hypothetical protein;Adaptive-response sensory-kinase SasA;Signal transduction histidine-protein kinase BaeS,HJHFJAOG_01720;HJHFJAOG_01721,MLMIAKCI_01141,AOHABJFI_01675,LCPJMJGF_01261
msmE_1,msmE_1,Multiple sugar-binding protein,HJHFJAOG_00197,MLMIAKCI_01132,AOHABJFI_00229,LCPJMJGF_01269
group_122,,hypothetical protein,HJHFJAOG_01233,MLMIAKCI_01553,AOHABJFI_01445,LCPJMJGF_01539
galK_1,galK_1,Galactokinase,HJHFJAOG_01242,MLMIAKCI_01546,AOHABJFI_01452,LCPJMJGF_01274
galE,galE,UDP-glucose 4-epimerase,HJHFJAOG_01234,MLMIAKCI_01552,AOHABJFI_01446,LCPJMJGF_01538
galT,galT,Galactose-1-phosphate uridylyltransferase,HJHFJAOG_01243,MLMIAKCI_01545,AOHABJFI_01453,LCPJMJGF_01273
yfcJ,yfcJ,putative MFS-type transporter YfcJ,HJHFJAOG_01719,MLMIAKCI_01142,AOHABJFI_01676,LCPJMJGF_01260
group_121,,hypothetical protein,HJHFJAOG_00169,MLMIAKCI_00131,AOHABJFI_01854,LCPJMJGF_01248
galM,galM,Aldose 1-epimerase,HJHFJAOG_01244,MLMIAKCI_01129,AOHABJFI_01454,LCPJMJGF_01272
sdhA,sdhA,L-serine dehydratase alpha chain,HJHFJAOG_00168,MLMIAKCI_00130,AOHABJFI_01855,LCPJMJGF_01247
group_120,,hypothetical protein,HJHFJAOG_00164,MLMIAKCI_00358,AOHABJFI_00252,LCPJMJGF_00179
ybhL_1,ybhL_1,Inner membrane protein YbhL,HJHFJAOG_00166,MLMIAKCI_00357,AOHABJFI_00250,LCPJMJGF_00181
dapF,dapF,Diaminopimelate epimerase,HJHFJAOG_00152,MLMIAKCI_00382,AOHABJFI_00458,LCPJMJGF_01507
clpX,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,HJHFJAOG_00148,MLMIAKCI_00386,AOHABJFI_00454,LCPJMJGF_01503
ftsW,ftsW,putative peptidoglycan glycosyltransferase FtsW,HJHFJAOG_00134,MLMIAKCI_00400,AOHABJFI_00440,LCPJMJGF_01489
fmtA,fmtA,Teichoic acid D-alanine hydrolase,HJHFJAOG_00161,MLMIAKCI_00373,AOHABJFI_00467,LCPJMJGF_01695
tuf,tuf,Elongation factor Tu,HJHFJAOG_00146,MLMIAKCI_00388,AOHABJFI_00452,LCPJMJGF_01501
comEC,comEC,ComE operon protein 3,HJHFJAOG_00140,MLMIAKCI_00394,AOHABJFI_00446,LCPJMJGF_01495
rnj2,rnj2,Ribonuclease J 2,HJHFJAOG_00144,MLMIAKCI_00390,AOHABJFI_00450,LCPJMJGF_01499
rpsT,rpsT,Small ribosomal subunit protein bS20,HJHFJAOG_00142,MLMIAKCI_00392,AOHABJFI_00448,LCPJMJGF_01497
yjeM_2,yjeM_2,Inner membrane transporter YjeM,HJHFJAOG_00151,MLMIAKCI_00383,AOHABJFI_00457,LCPJMJGF_01506
dapH,dapH,2345-tetrahydropyridine-26-dicarboxylate N-acetyltransferase,HJHFJAOG_00155,MLMIAKCI_00379,AOHABJFI_00461,LCPJMJGF_01701
yjeM_1,yjeM_1,Inner membrane transporter YjeM,HJHFJAOG_00150,MLMIAKCI_00384,AOHABJFI_00456,LCPJMJGF_01505
bipA,bipA,Large ribosomal subunit assembly factor BipA,HJHFJAOG_00133,MLMIAKCI_00401,AOHABJFI_00439,LCPJMJGF_01488
coaD,coaD,Phosphopantetheine adenylyltransferase,HJHFJAOG_00137,MLMIAKCI_00397,AOHABJFI_00443,LCPJMJGF_01492
group_117,,hypothetical protein,HJHFJAOG_00162,MLMIAKCI_00372,AOHABJFI_00468,LCPJMJGF_01694
rpsO,rpsO,Small ribosomal subunit protein uS15,HJHFJAOG_00143,MLMIAKCI_00391,AOHABJFI_00449,LCPJMJGF_01498
ylbL,ylbL,putative protein YlbL,HJHFJAOG_00138,MLMIAKCI_00396,AOHABJFI_00444,LCPJMJGF_01493
group_116,,hypothetical protein,HJHFJAOG_00135,MLMIAKCI_00399,AOHABJFI_00441,LCPJMJGF_01490
engB,engB,putative GTP-binding protein EngB,HJHFJAOG_00149,MLMIAKCI_00385,AOHABJFI_00455,LCPJMJGF_01504
asd,asd,Aspartate-semialdehyde dehydrogenase,HJHFJAOG_00160,MLMIAKCI_00374,AOHABJFI_00466,LCPJMJGF_01696
group_115,,N-acetyldiaminopimelate deacetylase,HJHFJAOG_00156,MLMIAKCI_00378,AOHABJFI_00462,LCPJMJGF_01700
tig,tig,Trigger factor,HJHFJAOG_00147,MLMIAKCI_00387,AOHABJFI_00453,LCPJMJGF_01502
dapB,dapB,4-hydroxy-tetrahydrodipicolinate reductase,HJHFJAOG_00158,MLMIAKCI_00376,AOHABJFI_00464,LCPJMJGF_01698
lysA,lysA,Diaminopimelate decarboxylase,HJHFJAOG_00154,MLMIAKCI_00380,AOHABJFI_00460,LCPJMJGF_01702
holA,holA,DNA polymerase III subunit delta,HJHFJAOG_00141,MLMIAKCI_00393,AOHABJFI_00447,LCPJMJGF_01496
rnj1,rnj1,Ribonuclease J 1,HJHFJAOG_00130,MLMIAKCI_00404,AOHABJFI_00436,LCPJMJGF_01485
rsmD,rsmD,Ribosomal RNA small subunit methyltransferase D,HJHFJAOG_00136,MLMIAKCI_00398,AOHABJFI_00442,LCPJMJGF_01491
group_114,,hypothetical protein,HJHFJAOG_00139,MLMIAKCI_00395,AOHABJFI_00445,LCPJMJGF_01494
rpoY,rpoY,DNA-directed RNA polymerase subunit epsilon,HJHFJAOG_00131,MLMIAKCI_00403,AOHABJFI_00437,LCPJMJGF_01486
dapA,dapA,4-hydroxy-tetrahydrodipicolinate synthase,HJHFJAOG_00157,MLMIAKCI_00377,AOHABJFI_00463,LCPJMJGF_01699
group_113,,hypothetical protein,HJHFJAOG_00145,MLMIAKCI_00389,AOHABJFI_00451,LCPJMJGF_01500
dapX_1,dapX_1,putative N-acetyl-LL-diaminopimelate aminotransferase,HJHFJAOG_00159,MLMIAKCI_00375,AOHABJFI_00465,LCPJMJGF_01697
yclM_1,yclM_1,Aspartokinase 3,HJHFJAOG_00153,MLMIAKCI_00381,AOHABJFI_00459,LCPJMJGF_01508
def2,def2,Peptide deformylase 2,HJHFJAOG_00132,MLMIAKCI_00402,AOHABJFI_00438,LCPJMJGF_01487
group_112,,hypothetical protein,HJHFJAOG_00354,MLMIAKCI_01065,AOHABJFI_02119,LCPJMJGF_01663
rsmB,rsmB,Ribosomal RNA small subunit methyltransferase B,HJHFJAOG_00372,MLMIAKCI_01083,AOHABJFI_02137,LCPJMJGF_01636
group_110,,hypothetical protein,HJHFJAOG_00117,MLMIAKCI_01046,AOHABJFI_02100,LCPJMJGF_01644
group_109,,hypothetical protein,HJHFJAOG_01353,MLMIAKCI_01061,AOHABJFI_02115,LCPJMJGF_01658
acpP,acpP,Acyl carrier protein,HJHFJAOG_00384,MLMIAKCI_01095,AOHABJFI_02149,LCPJMJGF_02101
group_108,,putative protein,HJHFJAOG_00359,MLMIAKCI_01070,AOHABJFI_02124,LCPJMJGF_01623
group_107,,Farnesyl diphosphate synthase,HJHFJAOG_00364,MLMIAKCI_01075,AOHABJFI_02129,LCPJMJGF_01628
xseA,xseA,Exodeoxyribonuclease 7 large subunit,HJHFJAOG_00362,MLMIAKCI_01073,AOHABJFI_02127,LCPJMJGF_01626
rsgA,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,HJHFJAOG_00375,MLMIAKCI_01086,AOHABJFI_02140,LCPJMJGF_01639
group_106,,hypothetical protein,HJHFJAOG_01364,MLMIAKCI_01050,AOHABJFI_02104,LCPJMJGF_01647
group_105,,putative protein,HJHFJAOG_00380,MLMIAKCI_01091,AOHABJFI_02145,LCPJMJGF_02105
pyrC,pyrC,Dihydroorotase,HJHFJAOG_00122,MLMIAKCI_01041,AOHABJFI_01471,LCPJMJGF_02119
pyrF,pyrF,Orotidine 5'-phosphate decarboxylase,HJHFJAOG_00126,MLMIAKCI_01037,AOHABJFI_01475,LCPJMJGF_02123
oppC,oppC,Oligopeptide transport system permease protein OppC,HJHFJAOG_00388,MLMIAKCI_01099,AOHABJFI_02153,LCPJMJGF_02097
oppD,oppD,Oligopeptide transport ATP-binding protein OppD,HJHFJAOG_00385,MLMIAKCI_01096,AOHABJFI_02150,LCPJMJGF_02100
fmt,fmt,Methionyl-tRNA formyltransferase,HJHFJAOG_00371,MLMIAKCI_01082,AOHABJFI_02136,LCPJMJGF_01635
ypdF,ypdF,Aminopeptidase YpdF,HJHFJAOG_00357,MLMIAKCI_01068,AOHABJFI_02122,LCPJMJGF_01621
gmk_1,gmk_1,Guanylate kinase,HJHFJAOG_00368,MLMIAKCI_01079,AOHABJFI_02133,LCPJMJGF_01632
group_104,,hypothetical protein,HJHFJAOG_01357,MLMIAKCI_01057,AOHABJFI_02111,LCPJMJGF_01654
group_103,,Putative protein phosphatase 2C-type,HJHFJAOG_00373,MLMIAKCI_01084,AOHABJFI_02138,LCPJMJGF_01637
rpmA,rpmA,Large ribosomal subunit protein bL27,HJHFJAOG_00356,MLMIAKCI_01067,AOHABJFI_02121,LCPJMJGF_01665
group_102,,hypothetical protein,HJHFJAOG_01363,MLMIAKCI_01051,AOHABJFI_02105,LCPJMJGF_01648
pepX,pepX,Xaa-Pro dipeptidyl-peptidase,HJHFJAOG_01366,MLMIAKCI_01048,AOHABJFI_02102,LCPJMJGF_01646
group_101,,hypothetical protein,HJHFJAOG_01362,MLMIAKCI_01052,AOHABJFI_02106,LCPJMJGF_01649
efp_1,efp_1,Elongation factor P,HJHFJAOG_00358,MLMIAKCI_01069,AOHABJFI_02123,LCPJMJGF_01622
msrB,msrB,Peptide methionine sulfoxide reductase MsrB,HJHFJAOG_00116,MLMIAKCI_01047,AOHABJFI_02101,LCPJMJGF_01645
priA,priA,Replication restart protein PriA,HJHFJAOG_00370,MLMIAKCI_01081,AOHABJFI_02135,LCPJMJGF_01634
group_100,,hypothetical protein,HJHFJAOG_00367,MLMIAKCI_01078,AOHABJFI_02132,LCPJMJGF_01631
nusB,nusB,Transcription antitermination protein NusB,HJHFJAOG_00360,MLMIAKCI_01071,AOHABJFI_02125,LCPJMJGF_01624
recN,recN,DNA repair protein RecN,HJHFJAOG_00366,MLMIAKCI_01077,AOHABJFI_02131,LCPJMJGF_01630
uup_10,uup_10,ATP-binding protein Uup,HJHFJAOG_01360,MLMIAKCI_01054,AOHABJFI_02108,LCPJMJGF_01651
uup_9,uup_9,ATP-binding protein Uup,HJHFJAOG_01359,MLMIAKCI_01055,AOHABJFI_02109,LCPJMJGF_01652
pyrB,pyrB,Aspartate carbamoyltransferase catalytic subunit,HJHFJAOG_00123,MLMIAKCI_01040,AOHABJFI_01472,LCPJMJGF_02120
oppB,oppB,Oligopeptide transport system permease protein OppB,HJHFJAOG_00387,MLMIAKCI_01098,AOHABJFI_02152,LCPJMJGF_02098
thiN,thiN,Thiamine pyrophosphokinase,HJHFJAOG_00377,MLMIAKCI_01088,AOHABJFI_02142,LCPJMJGF_01641
glcU,glcU,Glucose uptake protein GlcU,HJHFJAOG_00118,MLMIAKCI_01045,AOHABJFI_02099,LCPJMJGF_01643
folD,folD,Bifunctional protein FolD protein,HJHFJAOG_00361,MLMIAKCI_01072,AOHABJFI_02126,LCPJMJGF_01625
tlyA,tlyA,16S/23S rRNA (cytidine-2'-O)-methyltransferase TlyA;Hemolysin A,HJHFJAOG_00365,MLMIAKCI_01076,AOHABJFI_02130,LCPJMJGF_01629
group_99,,putative tautomerase.1,HJHFJAOG_01352,MLMIAKCI_01062,AOHABJFI_02116,LCPJMJGF_01659
ybjI_1~~~ybjI_3,ybjI_1;ybjI_3,5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI,HJHFJAOG_01361,MLMIAKCI_01053,AOHABJFI_02107,LCPJMJGF_01650
lldP~~~lutP,lldP;lutP,L-lactate permease,HJHFJAOG_00119,MLMIAKCI_01044,AOHABJFI_01468,LCPJMJGF_02116
pyrR_1,pyrR_1,Bifunctional protein pyrR,HJHFJAOG_00124,MLMIAKCI_01039,AOHABJFI_01473,LCPJMJGF_02121
xseB,xseB,Exodeoxyribonuclease 7 small subunit,HJHFJAOG_00363,MLMIAKCI_01074,AOHABJFI_02128,LCPJMJGF_01627
pyrE,pyrE,Orotate phosphoribosyltransferase,HJHFJAOG_00127,MLMIAKCI_01036,AOHABJFI_01476,LCPJMJGF_02124
rpe,rpe,Ribulose-phosphate 3-epimerase,HJHFJAOG_00376,MLMIAKCI_01087,AOHABJFI_02141,LCPJMJGF_01640
group_95,,putative protein,HJHFJAOG_00381,MLMIAKCI_01092,AOHABJFI_02146,LCPJMJGF_02104
group_94,,hypothetical protein,HJHFJAOG_00378,MLMIAKCI_01089,AOHABJFI_02143,LCPJMJGF_01642
oppF_1,oppF_1,Oligopeptide transport ATP-binding protein OppF,HJHFJAOG_00386,MLMIAKCI_01097,AOHABJFI_02151,LCPJMJGF_02099
plsX,plsX,Phosphate acyltransferase,HJHFJAOG_00383,MLMIAKCI_01094,AOHABJFI_02148,LCPJMJGF_02102
carB,carB,Carbamoyl phosphate synthase large chain,HJHFJAOG_00120,MLMIAKCI_01043,AOHABJFI_01469,LCPJMJGF_02117
group_93,,hypothetical protein,HJHFJAOG_01355,MLMIAKCI_01059,AOHABJFI_02113,LCPJMJGF_01656
prkC,prkC,Serine/threonine-protein kinase PrkC,HJHFJAOG_00374,MLMIAKCI_01085,AOHABJFI_02139,LCPJMJGF_01638
recG,recG,ATP-dependent DNA helicase RecG,HJHFJAOG_00382,MLMIAKCI_01093,AOHABJFI_02147,LCPJMJGF_02103
