Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_jensenii__UMB0732__GCA_030218485.1,Lactobacillus_jensenii__UMB10187__GCA_030211725.1,Lactobacillus_jensenii__UMB7786__GCA_030215165.1
dacA_2,dacA_2,D-alanyl-D-alanine carboxypeptidase DacA,3,3,1.0,7,4,,,,1269,1269,1269.0,BDMKMOGB_00243,IAAMHMBP_00268,PKFCGPHH_00343
group_173,,hypothetical protein,3,3,1.0,7,3,,,,645,645,645.0,BDMKMOGB_00240,IAAMHMBP_00271,PKFCGPHH_00346
pheT_1,pheT_1,Phenylalanine--tRNA ligase beta subunit,3,3,1.0,7,2,,,,648,648,648.0,BDMKMOGB_00259,IAAMHMBP_00252,PKFCGPHH_00327
trmB,trmB,tRNA (guanine-N(7)-)-methyltransferase,3,3,1.0,7,1,,,,654,654,654.0,BDMKMOGB_00257,IAAMHMBP_00254,PKFCGPHH_00329
obg,obg,GTPase Obg,3,3,1.0,6,50,,,,1299,1299,1299.0,BDMKMOGB_00229,IAAMHMBP_01098,PKFCGPHH_00267
rpsT,rpsT,Small ribosomal subunit protein bS20,3,3,1.0,6,49,,,,252,252,252.0,BDMKMOGB_01228,IAAMHMBP_01120,PKFCGPHH_01092
oatA,oatA,Peptidoglycan O-acetyltransferase OatA,3,3,1.0,6,48,,,,1917,1917,1917.0,BDMKMOGB_00228,IAAMHMBP_01097,PKFCGPHH_00266
group_172,,hypothetical protein,3,3,1.0,6,47,,,,573,573,573.0,BDMKMOGB_00210,IAAMHMBP_01079,PKFCGPHH_00248
group_171,,hypothetical protein,3,4,1.3333333333333333,6,46,,,,318,834,617.25,BDMKMOGB_01148;BDMKMOGB_01231,IAAMHMBP_01117,PKFCGPHH_01089
ribT,ribT,Protein RibT,3,3,1.0,6,45,,,,342,342,342.0,BDMKMOGB_00214,IAAMHMBP_01083,PKFCGPHH_00252
tig,tig,Trigger factor,3,3,1.0,6,44,,,,1314,1314,1314.0,BDMKMOGB_01146,IAAMHMBP_01115,PKFCGPHH_01087
asnA,asnA,Aspartate--ammonia ligase,3,3,1.0,6,43,,,,1008,1008,1008.0,BDMKMOGB_01165,IAAMHMBP_01109,PKFCGPHH_01123
der,der,GTPase Der,3,3,1.0,6,42,,,,1311,1311,1311.0,BDMKMOGB_00206,IAAMHMBP_01075,PKFCGPHH_00244
rpmF,rpmF,Large ribosomal subunit protein bL32,3,3,1.0,6,41,,,,186,186,186.0,BDMKMOGB_00224,IAAMHMBP_01093,PKFCGPHH_00262
cmk,cmk,Cytidylate kinase,3,3,1.0,6,40,,,,666,666,666.0,BDMKMOGB_00208,IAAMHMBP_01077,PKFCGPHH_00246
group_170,,hypothetical protein,3,3,1.0,6,39,,,,189,189,189.0,BDMKMOGB_01164,IAAMHMBP_01110,PKFCGPHH_01124
engB,engB,putative GTP-binding protein EngB,3,3,1.0,6,38,,,,588,588,588.0,BDMKMOGB_01144,IAAMHMBP_01113,PKFCGPHH_01128
scpB,scpB,Segregation and condensation protein B,3,3,1.0,6,37,,,,591,591,591.0,BDMKMOGB_00212,IAAMHMBP_01081,PKFCGPHH_00250
rpsO,rpsO,Small ribosomal subunit protein uS15,3,3,1.0,6,36,,,,270,270,270.0,BDMKMOGB_01229,IAAMHMBP_01119,PKFCGPHH_01091
tuf,tuf,Elongation factor Tu,3,3,1.0,6,35,,,,1191,1191,1191.0,BDMKMOGB_01147,IAAMHMBP_01116,PKFCGPHH_01088
pnbA_2,;pnbA_2,hypothetical protein;4-nitrobenzoate reductase,3,5,1.6666666666666667,6,34,,,,207,654,374.4,BDMKMOGB_01142;BDMKMOGB_01141,IAAMHMBP_01111,PKFCGPHH_01125;PKFCGPHH_01126
yokD_1,;yokD_1,hypothetical protein;SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD,3,3,1.0,6,33,,,,366,810,662.0,BDMKMOGB_00235,IAAMHMBP_01104,PKFCGPHH_00273
hup,hup,DNA-binding protein HU,3,3,1.0,6,32,,,,276,276,276.0,BDMKMOGB_00205,IAAMHMBP_01074,PKFCGPHH_00243
cpdB,cpdB,2'3'-cyclic-nucleotide 2'-phosphodiesterase/3'-nucleotidase,3,3,1.0,6,31,,,,1566,1566,1566.0,BDMKMOGB_00223,IAAMHMBP_01092,PKFCGPHH_00261
group_169,,hypothetical protein,3,3,1.0,6,30,,,,204,204,204.0,BDMKMOGB_00220,IAAMHMBP_01089,PKFCGPHH_00258
group_168,,hypothetical protein,3,3,1.0,6,29,,,,519,519,519.0,BDMKMOGB_00209,IAAMHMBP_01078,PKFCGPHH_00247
rnz,rnz,Ribonuclease Z,3,3,1.0,6,28,,,,930,930,930.0,BDMKMOGB_00227,IAAMHMBP_01096,PKFCGPHH_00265
rps1,rps1,Small ribosomal subunit protein bS1,3,3,1.0,6,27,,,,1209,1209,1209.0,BDMKMOGB_00207,IAAMHMBP_01076,PKFCGPHH_00245
group_167,,hypothetical protein,3,3,1.0,6,26,,,,288,288,288.0,BDMKMOGB_00221,IAAMHMBP_01090,PKFCGPHH_00259
group_166,,hypothetical protein,3,3,1.0,6,25,,,,93,93,93.0,BDMKMOGB_00234,IAAMHMBP_01103,PKFCGPHH_00272
rihA_1,rihA_1,Pyrimidine-specific ribonucleoside hydrolase RihA,3,3,1.0,6,24,,,,939,939,939.0,BDMKMOGB_00233,IAAMHMBP_01102,PKFCGPHH_00271
agaC,agaC,N-acetylgalactosamine permease IIC component 1,3,3,1.0,6,23,,,,783,783,783.0,BDMKMOGB_01169,IAAMHMBP_01106,PKFCGPHH_01119
bcaP_1,bcaP_1,Branched-chain amino acid permease BcaP,3,3,1.0,6,22,,,,1380,1380,1380.0,BDMKMOGB_00232,IAAMHMBP_01101,PKFCGPHH_00270
ctpE,ctpE,Calcium-transporting ATPase CtpE,3,3,1.0,6,21,,,,2409,2409,2409.0,BDMKMOGB_01166,IAAMHMBP_01108,PKFCGPHH_01122
uptA,uptA,Undecaprenyl phosphate transporter A,3,3,1.0,6,20,,,,618,618,618.0,BDMKMOGB_00231,IAAMHMBP_01100,PKFCGPHH_00269
clpX,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,3,3,1.0,6,19,,,,354,1284,974.0,BDMKMOGB_01145,IAAMHMBP_01114,PKFCGPHH_01129
group_165,,hypothetical protein,3,3,1.0,6,18,,,,141,141,141.0,BDMKMOGB_01143,IAAMHMBP_01112,PKFCGPHH_01127
pfkA,pfkA,ATP-dependent 6-phosphofructokinase,3,3,1.0,6,17,,,,960,960,960.0,BDMKMOGB_00218,IAAMHMBP_01087,PKFCGPHH_00256
group_164,,putative oxidoreductase,3,3,1.0,6,16,,,,795,795,795.0,BDMKMOGB_00226,IAAMHMBP_01095,PKFCGPHH_00264
rnj2,rnj2,Ribonuclease J 2,3,3,1.0,6,15,,,,1740,1740,1740.0,BDMKMOGB_01230,IAAMHMBP_01118,PKFCGPHH_01090
manZ_2,manZ_2;,PTS system mannose-specific EIID component;hypothetical protein,3,5,1.6666666666666667,6,14,,,,243,801,453.0,BDMKMOGB_01168;BDMKMOGB_01167,IAAMHMBP_01107,PKFCGPHH_01120;PKFCGPHH_01121
cvfB,cvfB,Conserved virulence factor B,3,3,1.0,6,13,,,,879,879,879.0,BDMKMOGB_00216,IAAMHMBP_01085,PKFCGPHH_00254
manX_1~~~manX_2,;manX_1;manX_2,hypothetical protein;PTS system mannose-specific EIIAB component,3,4,1.3333333333333333,6,12,,,,177,909,660.75,BDMKMOGB_01170;BDMKMOGB_00236,IAAMHMBP_01105,PKFCGPHH_01118
ypiA,ypiA,TPR repeat-containing protein YpiA,3,3,1.0,6,11,,,,1251,1251,1251.0,BDMKMOGB_00204,IAAMHMBP_01073,2_refound_2
rluB,rluB,Ribosomal large subunit pseudouridine synthase B,3,3,1.0,6,10,,,,714,714,714.0,BDMKMOGB_00211,IAAMHMBP_01080,PKFCGPHH_00249
pyk,pyk,Pyruvate kinase,3,3,1.0,6,9,,,,1770,1770,1770.0,BDMKMOGB_00217,IAAMHMBP_01086,PKFCGPHH_00255
group_163,,hypothetical protein,3,3,1.0,6,8,,,,255,255,255.0,BDMKMOGB_00225,IAAMHMBP_01094,PKFCGPHH_00263
uvrC,uvrC,UvrABC system protein C,3,3,1.0,6,7,,,,1803,1803,1803.0,BDMKMOGB_00230,IAAMHMBP_01099,PKFCGPHH_00268
holA,holA,DNA polymerase III subunit delta,3,3,1.0,6,6,,,,987,987,987.0,BDMKMOGB_01227,IAAMHMBP_01121,PKFCGPHH_01093
dnaE,dnaE,DNA polymerase III subunit alpha,3,3,1.0,6,5,,,,3120,3120,3120.0,BDMKMOGB_00219,IAAMHMBP_01088,PKFCGPHH_00257
group_162,,hypothetical protein,3,3,1.0,6,4,,,,1965,2253,2061.0,BDMKMOGB_01226,IAAMHMBP_01122,PKFCGPHH_01094
scpA,scpA,Segregation and condensation protein A,3,3,1.0,6,3,,,,729,729,729.0,BDMKMOGB_00213,IAAMHMBP_01082,PKFCGPHH_00251
group_161,,IS91 family transposase ISMno24,3,3,1.0,6,2,,,,903,903,903.0,BDMKMOGB_00215,IAAMHMBP_01084,PKFCGPHH_00253
group_160,,hypothetical protein,3,3,1.0,6,1,,,,333,333,333.0,BDMKMOGB_00222,IAAMHMBP_01091,PKFCGPHH_00260
xerS,xerS,Tyrosine recombinase XerS,3,3,1.0,5,1,,,,1056,1056,1056.0,BDMKMOGB_00203,IAAMHMBP_00353,PKFCGPHH_01370
group_158,,hypothetical protein,3,3,1.0,4,29,,,,906,906,906.0,BDMKMOGB_00173,IAAMHMBP_01068,PKFCGPHH_00242
xerC_2,xerC_2,Tyrosine recombinase XerC,3,3,1.0,4,28,,,,909,909,909.0,BDMKMOGB_00186,IAAMHMBP_00337,PKFCGPHH_00228
group_157,,hypothetical protein,3,3,1.0,4,27,,,,414,414,414.0,BDMKMOGB_00196,IAAMHMBP_00347,PKFCGPHH_00218
parE,parE,DNA topoisomerase IV subunit B ParE,3,3,1.0,4,26,,,,1944,1944,1944.0,BDMKMOGB_00191,IAAMHMBP_00342,PKFCGPHH_00223
group_156,,hypothetical protein,3,3,1.0,4,25,,,,1503,1503,1503.0,BDMKMOGB_00201,IAAMHMBP_00352,PKFCGPHH_00213
group_155,,hypothetical protein,3,3,1.0,4,24,,,,666,666,666.0,BDMKMOGB_00200,IAAMHMBP_00351,PKFCGPHH_00214
group_154,,hypothetical protein,3,3,1.0,4,23,,,,666,666,666.0,BDMKMOGB_00175,IAAMHMBP_01066,PKFCGPHH_00240
trmFO,trmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO,3,3,1.0,4,22,,,,1320,1320,1320.0,BDMKMOGB_00185,IAAMHMBP_00336,PKFCGPHH_00229
group_153,,DegV domain-containing protein,3,3,1.0,4,21,,,,843,843,843.0,BDMKMOGB_00176,IAAMHMBP_00327,PKFCGPHH_00239
group_152,,hypothetical protein,3,3,1.0,4,20,,,,843,843,843.0,BDMKMOGB_00183,IAAMHMBP_00334,PKFCGPHH_00231
rbgA,rbgA,Ribosome biogenesis GTPase A,3,3,1.0,4,19,,,,843,843,843.0,BDMKMOGB_00179,IAAMHMBP_00330,PKFCGPHH_00235
rnhB,rnhB,Ribonuclease HII,3,3,1.0,4,18,,,,759,759,759.0,BDMKMOGB_00180,IAAMHMBP_00331,PKFCGPHH_00234
topA,topA,DNA topoisomerase 1,3,3,1.0,4,17,,,,2088,2088,2088.0,BDMKMOGB_00184,IAAMHMBP_00335,PKFCGPHH_00230
cca,cca,CCA-adding enzyme,3,3,1.0,4,16,,,,1191,1191,1191.0,BDMKMOGB_00174,IAAMHMBP_01067,PKFCGPHH_00241
group_151,,hypothetical protein,3,3,1.0,4,15,,,,930,930,930.0,BDMKMOGB_00182,IAAMHMBP_00333,PKFCGPHH_00232
nhaK,nhaK;,Sodium potassium lithium and rubidium/H(+) antiporter;hypothetical protein,3,4,1.3333333333333333,4,14,,,,522,1596,1174.5,BDMKMOGB_00178,IAAMHMBP_00329,PKFCGPHH_00237;PKFCGPHH_00236
ppaC,ppaC,putative manganese-dependent inorganic pyrophosphatase,3,3,1.0,4,13,,,,936,936,936.0,BDMKMOGB_00193,IAAMHMBP_00344,PKFCGPHH_00221
group_150,,Putative peptidyl-prolyl cis-trans isomerase,3,3,1.0,4,12,,,,606,606,606.0,BDMKMOGB_00194,IAAMHMBP_00345,PKFCGPHH_00220
clpQ,clpQ,ATP-dependent protease subunit ClpQ,3,3,1.0,4,11,,,,531,531,531.0,BDMKMOGB_00187,IAAMHMBP_00338,PKFCGPHH_00227
clpY,clpY,ATP-dependent protease ATPase subunit ClpY,3,3,1.0,4,10,,,,1383,1383,1383.0,BDMKMOGB_00188,IAAMHMBP_00339,PKFCGPHH_00226
rqcH,rqcH,Rqc2 RqcH,3,3,1.0,4,9,,,,1701,1701,1701.0,BDMKMOGB_00195,IAAMHMBP_00346,PKFCGPHH_00219
group_149,,hypothetical protein,3,3,1.0,4,8,,,,225,225,225.0,BDMKMOGB_00177,IAAMHMBP_00328,PKFCGPHH_00238
plsY_1,plsY_1,Glycerol-3-phosphate acyltransferase,3,3,1.0,4,7,,,,621,621,621.0,BDMKMOGB_00190,IAAMHMBP_00341,PKFCGPHH_00224
parC,parC,DNA topoisomerase IV subunit A ParC,3,3,1.0,4,6,,,,2481,2481,2481.0,BDMKMOGB_00192,IAAMHMBP_00343,PKFCGPHH_00222
degV,degV,Protein DegV,3,3,1.0,4,5,,,,882,882,882.0,BDMKMOGB_00197,IAAMHMBP_00348,PKFCGPHH_00217
lacX,lacX,Protein LacX plasmid,3,3,1.0,4,4,,,,885,885,885.0,BDMKMOGB_00189,IAAMHMBP_00340,PKFCGPHH_00225
dps,dps,DNA protection during starvation protein,3,3,1.0,4,3,,,,468,468,468.0,BDMKMOGB_00199,IAAMHMBP_00350,PKFCGPHH_00215
group_148,,Acetyltransferase,3,3,1.0,4,2,,,,390,429,416.0,BDMKMOGB_00181,IAAMHMBP_00332,PKFCGPHH_00233
group_147,,hypothetical protein,3,3,1.0,4,1,,,,246,246,246.0,BDMKMOGB_00198,IAAMHMBP_00349,PKFCGPHH_00216
glnQ_1,glnQ_1,Glutamine transport ATP-binding protein GlnQ,3,3,1.0,3,112,,,,741,741,741.0,BDMKMOGB_01467,IAAMHMBP_00996,PKFCGPHH_00761
mvaS,mvaS,Hydroxymethylglutaryl-CoA synthase,3,3,1.0,3,111,,,,1158,1158,1158.0,BDMKMOGB_01011,IAAMHMBP_00961,PKFCGPHH_00797
pstB3,pstB3,Phosphate import ATP-binding protein PstB 3,3,3,1.0,3,110,,,,753,753,753.0,BDMKMOGB_01478,IAAMHMBP_01007,PKFCGPHH_00750
tagO,tagO,putative undecaprenyl-phosphate N-acetylglucosaminyl 1-phosphate transferase,3,3,1.0,3,109,,,,1170,1170,1170.0,BDMKMOGB_00120,IAAMHMBP_00920,PKFCGPHH_00838
group_146,,putative ABC transporter ATP-binding protein,3,3,1.0,3,108,,,,1617,1737,1657.0,BDMKMOGB_01469,IAAMHMBP_00998,PKFCGPHH_00759
mvaA,mvaA,3-hydroxy-3-methylglutaryl-coenzyme A reductase,3,3,1.0,3,107,,,,1188,1188,1188.0,BDMKMOGB_01010,IAAMHMBP_00962,PKFCGPHH_00796
group_145,,Putative transport protein,3,3,1.0,3,106,,,,1206,1206,1206.0,BDMKMOGB_00131,IAAMHMBP_00931,PKFCGPHH_00827
elaA,elaA,Protein ElaA,3,3,1.0,3,105,,,,435,435,435.0,BDMKMOGB_01441,IAAMHMBP_00971,PKFCGPHH_00787
mdtG,mdtG,Multidrug resistance protein MdtG,3,3,1.0,3,104,,,,1212,1212,1212.0,BDMKMOGB_01474,IAAMHMBP_01003,PKFCGPHH_00754
group_144,,hypothetical protein,3,3,1.0,3,103,,,,1212,1212,1212.0,BDMKMOGB_00127,IAAMHMBP_00927,PKFCGPHH_00831
group_143,,hypothetical protein,3,3,1.0,3,102,,,,441,441,441.0,BDMKMOGB_01442,IAAMHMBP_00972,PKFCGPHH_00786
group_142,,hypothetical protein,3,3,1.0,3,101,,,,1215,1215,1215.0,BDMKMOGB_01275,IAAMHMBP_00902,PKFCGPHH_00923
group_141,,hypothetical protein,3,3,1.0,3,100,,,,444,444,444.0,BDMKMOGB_01470,IAAMHMBP_00999,PKFCGPHH_00758
yfmL,yfmL,putative ATP-dependent RNA helicase YfmL,3,3,1.0,3,99,,,,1227,1227,1227.0,BDMKMOGB_01448,IAAMHMBP_00978,PKFCGPHH_00780
group_140,,Flavodoxin,3,3,1.0,3,98,,,,447,447,447.0,BDMKMOGB_01439,IAAMHMBP_00969,PKFCGPHH_00789
nadK,nadK,NAD kinase,3,3,1.0,3,97,,,,789,789,789.0,BDMKMOGB_00863,IAAMHMBP_00938,PKFCGPHH_00820
group_139,,hypothetical protein,3,3,1.0,3,96,,,,1236,1236,1236.0,BDMKMOGB_00126,IAAMHMBP_00926,PKFCGPHH_00832
gltT,gltT,Proton/sodium-glutamate symport protein,3,3,1.0,3,95,,,,1266,1266,1266.0,BDMKMOGB_01484,IAAMHMBP_01013,PKFCGPHH_01387
pyrP,pyrP,Uracil permease,3,3,1.0,3,94,,,,1263,1263,1263.0,BDMKMOGB_01483,IAAMHMBP_01012,PKFCGPHH_00745
group_138,,hypothetical protein,3,3,1.0,3,93,,,,462,462,462.0,BDMKMOGB_01252,IAAMHMBP_00957,PKFCGPHH_00801
group_137,,hypothetical protein,3,3,1.0,3,92,,,,807,807,807.0,BDMKMOGB_01459,IAAMHMBP_00989,PKFCGPHH_00769
comFA,comFA,Competence protein ComFA,3,3,1.0,3,91,,,,1281,1281,1281.0,BDMKMOGB_00118,IAAMHMBP_00918,PKFCGPHH_00840
recX,recX,Regulatory protein RecX,3,3,1.0,3,90,,,,816,816,816.0,BDMKMOGB_01013,IAAMHMBP_00959,PKFCGPHH_00799
group_136,,hypothetical protein,3,3,1.0,3,89,,,,1296,1296,1296.0,BDMKMOGB_01460,IAAMHMBP_00990,PKFCGPHH_00768
steT_2,steT_2,Serine/threonine exchanger SteT,3,3,1.0,3,88,,,,1296,1296,1296.0,BDMKMOGB_01450,IAAMHMBP_00980,PKFCGPHH_00778
glnH,glnH,ABC transporter glutamine-binding protein GlnH,3,3,1.0,3,87,,,,828,828,828.0,BDMKMOGB_01466,IAAMHMBP_00995,PKFCGPHH_00762
group_135,,hypothetical protein,3,3,1.0,3,86,,,,180,180,180.0,BDMKMOGB_01444,IAAMHMBP_00974,PKFCGPHH_00784
map,map,Methionine aminopeptidase 1,3,3,1.0,3,85,,,,828,828,828.0,BDMKMOGB_01438,IAAMHMBP_00968,PKFCGPHH_00790
group_134,,hypothetical protein,3,3,1.0,3,84,,,,183,183,183.0,BDMKMOGB_00872,IAAMHMBP_00947,PKFCGPHH_00811
uppP,uppP,Undecaprenyl-diphosphatase,3,3,1.0,3,83,,,,831,831,831.0,BDMKMOGB_00134,IAAMHMBP_00934,PKFCGPHH_00824
celB,celB,PTS system cellobiose-specific EIIC component,3,3,1.0,3,82,,,,1338,1338,1338.0,BDMKMOGB_01447,IAAMHMBP_00977,PKFCGPHH_00781
group_133,,hypothetical protein,3,3,1.0,3,81,,,,192,192,192.0,BDMKMOGB_00135,IAAMHMBP_00935,PKFCGPHH_00823
group_132,,hypothetical protein,3,3,1.0,3,80,,,,1341,1341,1341.0,BDMKMOGB_01452,IAAMHMBP_00982,PKFCGPHH_00776
rlmCD,rlmCD,23S rRNA (uracil-C(5))-methyltransferase RlmCD,3,3,1.0,3,79,,,,1377,1377,1377.0,BDMKMOGB_01012,IAAMHMBP_00960,PKFCGPHH_00798
corC,corC,Magnesium and cobalt efflux protein CorC,3,3,1.0,3,78,,,,864,864,864.0,BDMKMOGB_01251,IAAMHMBP_00956,PKFCGPHH_00802
group_131,,hypothetical protein,3,3,1.0,3,77,,,,864,864,864.0,BDMKMOGB_00867,IAAMHMBP_00942,PKFCGPHH_00816
pstS1,pstS1,Phosphate-binding protein PstS 1,3,3,1.0,3,76,,,,867,867,867.0,BDMKMOGB_01481,IAAMHMBP_01010,PKFCGPHH_00747
group_130,,hypothetical protein,3,3,1.0,3,75,,,,534,534,534.0,BDMKMOGB_01249,IAAMHMBP_00954,PKFCGPHH_00804
yvcJ,yvcJ,Nucleotide-binding protein YvcJ,3,3,1.0,3,74,,,,876,876,876.0,BDMKMOGB_01272,IAAMHMBP_00905,PKFCGPHH_00920
hpf,hpf,Ribosome hibernation promotion factor,3,3,1.0,3,73,,,,546,546,546.0,BDMKMOGB_00116,IAAMHMBP_00916,PKFCGPHH_00842
pstA,pstA,Phosphate transport system permease protein PstA,3,3,1.0,3,72,,,,882,882,882.0,BDMKMOGB_01479,IAAMHMBP_01008,PKFCGPHH_00749
bcaP_2,bcaP_2,Branched-chain amino acid permease BcaP,3,3,1.0,3,71,,,,1440,1440,1440.0,BDMKMOGB_01475,IAAMHMBP_01004,PKFCGPHH_00753
cspR,cspR,Putative tRNA (cytidine(34)-2'-O)-methyltransferase,3,3,1.0,3,70,,,,558,558,558.0,BDMKMOGB_00130,IAAMHMBP_00930,PKFCGPHH_00828
rluD_2,rluD_2,Ribosomal large subunit pseudouridine synthase D,3,3,1.0,3,69,,,,894,894,894.0,BDMKMOGB_00862,IAAMHMBP_00937,PKFCGPHH_00821
hpt,hpt,Hypoxanthine-guanine phosphoribosyltransferase,3,3,1.0,3,68,,,,564,564,564.0,BDMKMOGB_01451,IAAMHMBP_00981,PKFCGPHH_00777
group_129,,hypothetical protein,3,3,1.0,3,67,,,,900,900,900.0,BDMKMOGB_01480,IAAMHMBP_01009,PKFCGPHH_00748
pgsA,pgsA,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase,3,3,1.0,3,66,,,,564,564,564.0,BDMKMOGB_00123,IAAMHMBP_00923,PKFCGPHH_00835
galT,galT,Galactose-1-phosphate uridylyltransferase,3,3,1.0,3,65,,,,1461,1461,1461.0,BDMKMOGB_01330,IAAMHMBP_00951,PKFCGPHH_00807
gtaB,gtaB,UTP--glucose-1-phosphate uridylyltransferase,3,3,1.0,3,64,,,,903,903,903.0,BDMKMOGB_01006,IAAMHMBP_00966,PKFCGPHH_00792
yjeM_2,yjeM_2,Inner membrane transporter YjeM,3,3,1.0,3,63,,,,1479,1479,1479.0,BDMKMOGB_01476,IAAMHMBP_01005,PKFCGPHH_00752
ptsH,ptsH,Phosphocarrier protein HPr,3,3,1.0,3,62,,,,267,267,267.0,BDMKMOGB_00871,IAAMHMBP_00946,PKFCGPHH_00812
rbsKrbiA,rbsK/rbiA,Bifunctional ribokinase/ribose-5-phosphate isomerase A,3,3,1.0,3,61,,,,924,924,924.0,BDMKMOGB_01458,IAAMHMBP_00988,PKFCGPHH_00770
rihC,rihC,Non-specific ribonucleoside hydrolase RihC,3,3,1.0,3,60,,,,924,924,924.0,BDMKMOGB_01456,IAAMHMBP_00986,PKFCGPHH_00772
group_128,,hypothetical protein,3,3,1.0,3,59,,,,279,279,279.0,BDMKMOGB_01328,IAAMHMBP_00949,PKFCGPHH_00809
prfC,prfC,Peptide chain release factor 3,3,3,1.0,3,58,,,,1572,1572,1572.0,BDMKMOGB_01250,IAAMHMBP_00955,PKFCGPHH_00803
trxB,trxB,Thioredoxin reductase,3,3,1.0,3,57,,,,927,927,927.0,BDMKMOGB_00109,IAAMHMBP_00909,PKFCGPHH_00916
group_127,,hypothetical protein,3,3,1.0,3,56,,,,285,285,285.0,BDMKMOGB_01007,IAAMHMBP_00965,PKFCGPHH_00793
whiA,whiA,putative cell division protein WhiA,3,3,1.0,3,55,,,,939,939,939.0,BDMKMOGB_01274,IAAMHMBP_00903,PKFCGPHH_00922
rny,rny,Ribonuclease Y,3,3,1.0,3,54,,,,1632,1632,1632.0,BDMKMOGB_00121,IAAMHMBP_00921,PKFCGPHH_00837
group_126,,hypothetical protein,3,3,1.0,3,53,,,,297,297,297.0,BDMKMOGB_01445,IAAMHMBP_00975,PKFCGPHH_00783
hprK,hprK,HPr kinase/phosphorylase,3,3,1.0,3,52,,,,945,945,945.0,BDMKMOGB_00112,IAAMHMBP_00912,PKFCGPHH_01287
bioH_3,bioH_3,Pimeloyl-[acyl-carrier protein] methyl ester esterase,3,3,1.0,3,51,,,,957,957,957.0,BDMKMOGB_01008,IAAMHMBP_00964,PKFCGPHH_00794
group_125,,hypothetical protein,3,3,1.0,3,50,,,,621,621,621.0,BDMKMOGB_00865,IAAMHMBP_00940,PKFCGPHH_00818
ykoT,ykoT,putative glycosyltransferase YkoT,3,3,1.0,3,49,,,,960,960,960.0,BDMKMOGB_01472,IAAMHMBP_01001,PKFCGPHH_00756
group_124,,hypothetical protein,3,3,1.0,3,48,,,,306,306,306.0,BDMKMOGB_00113,IAAMHMBP_00913,PKFCGPHH_01286
group_123,,hypothetical protein,3,3,1.0,3,47,,,,624,624,624.0,BDMKMOGB_01461,IAAMHMBP_00991,PKFCGPHH_00767
yjbM,yjbM,GTP pyrophosphokinase YjbM,3,3,1.0,3,46,,,,627,627,627.0,BDMKMOGB_00864,IAAMHMBP_00939,PKFCGPHH_00819
pgcA,pgcA,Phosphoglucomutase,3,3,1.0,3,45,,,,1725,1725,1725.0,BDMKMOGB_00108,IAAMHMBP_00908,PKFCGPHH_00917
ptsI,ptsI,Phosphoenolpyruvate-protein phosphotransferase,3,3,1.0,3,44,,,,1737,1737,1737.0,BDMKMOGB_00870,IAAMHMBP_00945,PKFCGPHH_00813
spxH,spxH,ClpXP adapter protein SpxH,3,3,1.0,3,43,,,,633,633,633.0,BDMKMOGB_00866,IAAMHMBP_00941,PKFCGPHH_00817
udk,udk,Uridine kinase,3,3,1.0,3,42,,,,636,636,636.0,BDMKMOGB_01471,IAAMHMBP_01000,PKFCGPHH_00757
group_122,,putative ABC transporter ATP-binding protein,3,3,1.0,3,41,,,,1758,1758,1758.0,BDMKMOGB_01468,IAAMHMBP_00997,PKFCGPHH_00760
glnM,glnM,putative glutamine ABC transporter permease protein GlnM,3,3,1.0,3,40,,,,639,639,639.0,BDMKMOGB_01465,IAAMHMBP_00994,PKFCGPHH_00763
galE_2,galE_2,UDP-glucose 4-epimerase,3,3,1.0,3,39,,,,996,996,996.0,BDMKMOGB_01331,IAAMHMBP_00952,PKFCGPHH_00806
prfB,prfB,Peptide chain release factor 2,3,3,1.0,3,38,,,,999,999,999.0,BDMKMOGB_00114,IAAMHMBP_00914,PKFCGPHH_01285
pnbA,pnbA,4-nitrobenzoate reductase,3,3,1.0,3,37,,,,657,657,657.0,BDMKMOGB_01453,IAAMHMBP_00983,PKFCGPHH_00775
glnP,glnP,putative glutamine ABC transporter permease protein GlnP,3,3,1.0,3,36,,,,663,663,663.0,BDMKMOGB_01464,IAAMHMBP_00993,PKFCGPHH_00764
galM,galM,Aldose 1-epimerase,3,3,1.0,3,35,,,,1011,1011,1011.0,BDMKMOGB_01329,IAAMHMBP_00950,PKFCGPHH_00808
yigZ,yigZ,IMPACT family member YigZ,3,3,1.0,3,34,,,,663,663,663.0,BDMKMOGB_00119,IAAMHMBP_00919,PKFCGPHH_00839
pgl,pgl,6-phosphogluconolactonase,3,3,1.0,3,33,,,,1023,1023,1023.0,BDMKMOGB_00133,IAAMHMBP_00933,PKFCGPHH_00825
gpsA,gpsA,Glycerol-3-phosphate dehydrogenase [NAD(P)+],3,3,1.0,3,32,,,,1023,1023,1023.0,BDMKMOGB_00110,IAAMHMBP_00910,PKFCGPHH_00915
